"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",21645,1180,6191,4141,2761,2299,1782,1385,1906
"Quechua (001)",19687,954,5271,3821,2565,2180,1705,1341,1850
"Aymara (002)",19,2,2,1,4,2,3,,5
"Ashaninca (003)",1,,1,,,,,,
"Otra lengua nativa (004)",1,,1,,,,,,
"Castellano (005)",1841,223,904,311,175,102,65,31,30
"Idioma extranjero (006)",1,,,,,1,,,
"Es sordomudo/a (007)",95,1,12,8,17,14,9,13,21
"Hombres (009)",10624,598,3156,2081,1346,1141,841,635,826
"Quechua (010)",9603,483,2692,1920,1235,1077,796,605,795
"Aymara (011)",8,1,1,1,1,1,1,,2
"Ashaninca (012)",1,,1,,,,,,
"Castellano (014)",961,114,454,155,101,53,40,23,21
"Idioma extranjero (015)",1,,,,,1,,,
"Es sordomudo/a (016)",50,,8,5,9,9,4,7,8
"Mujeres (018)",11021,582,3035,2060,1415,1158,941,750,1080
"Quechua (019)",10084,471,2579,1901,1330,1103,909,736,1055
"Aymara (020)",11,1,1,,3,1,2,,3
"Otra lengua nativa (022)",1,,1,,,,,,
"Castellano (023)",880,109,450,156,74,49,25,8,9
"Es sordomudo/a (025)",45,1,4,3,8,5,5,6,13
,,,,,,,,,
"URBANA (027)",2731,110,664,471,429,386,258,177,236
"Quechua (028)",1846,42,293,288,320,317,211,156,219
"Aymara (029)",1,,,,,,,,1
"Ashaninca (030)",1,,1,,,,,,
"Castellano (032)",878,68,369,183,109,68,46,20,15
"Idioma extranjero (033)",1,,,,,1,,,
"Es sordomudo/a (034)",4,,1,,,,1,1,1
"Hombres (036)",1373,55,340,234,219,205,126,92,102
"Quechua (037)",917,25,160,140,155,169,97,78,93
"Ashaninca (039)",1,,1,,,,,,
"Castellano (041)",452,30,178,94,64,35,29,14,8
"Idioma extranjero (042)",1,,,,,1,,,
"Es sordomudo/a (043)",2,,1,,,,,,1
"Mujeres (045)",1358,55,324,237,210,181,132,85,134
"Quechua (046)",929,17,133,148,165,148,114,78,126
"Aymara (047)",1,,,,,,,,1
"Castellano (050)",426,38,191,89,45,33,17,6,7
"Es sordomudo/a (052)",2,,,,,,1,1,
,,,,,,,,,
"RURAL (054)",18914,1070,5527,3670,2332,1913,1524,1208,1670
"Quechua (055)",17841,912,4978,3533,2245,1863,1494,1185,1631
"Aymara (056)",18,2,2,1,4,2,3,,4
"Otra lengua nativa (058)",1,,1,,,,,,
"Castellano (059)",963,155,535,128,66,34,19,11,15
"Es sordomudo/a (061)",91,1,11,8,17,14,8,12,20
"Hombres (063)",9251,543,2816,1847,1127,936,715,543,724
"Quechua (064)",8686,458,2532,1780,1080,908,699,527,702
"Aymara (065)",8,1,1,1,1,1,1,,2
"Castellano (068)",509,84,276,61,37,18,11,9,13
"Es sordomudo/a (070)",48,,7,5,9,9,4,7,7
"Mujeres (072)",9663,527,2711,1823,1205,977,809,665,946
"Quechua (073)",9155,454,2446,1753,1165,955,795,658,929
"Aymara (074)",10,1,1,,3,1,2,,2
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",454,71,259,67,29,16,8,2,2
"Es sordomudo/a (079)",43,1,4,3,8,5,4,5,13
