"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SUCRE (000)",3514,32,101,272,347,624,1163,975
"De 12 a 14 años (001)",14,,,,,,,14
"De 15 a 19 años (002)",104,,,,,,58,46
"De 20 a 24 años (003)",273,,,,,,175,98
"De 25 a 29 años (004)",342,,,,,15,247,80
"De 30 a 34 años (005)",348,,,,,36,252,60
"De 35 a 39 años (006)",342,,,,1,78,212,51
"De 40 a 44 años (007)",341,,,,5,134,151,51
"De 45 a 49 años (008)",266,,,1,23,125,59,58
"De 50 y más años (009)",1484,32,101,271,318,236,9,517
"PEA (010)",969,2,13,40,95,208,346,265
"De 15 a 19 años (012)",18,,,,,,12,6
"De 20 a 24 años (013)",63,,,,,,32,31
"De 25 a 29 años (014)",111,,,,,8,67,36
"De 30 a 34 años (015)",133,,,,,15,88,30
"De 35 a 39 años (016)",119,,,,,33,68,18
"De 40 a 44 años (017)",121,,,,3,49,56,13
"De 45 a 49 años (018)",99,,,1,8,46,20,24
"De 50 y más años (019)",305,2,13,39,84,57,3,107
"Ocupada (020)",959,2,13,40,94,206,342,262
"De 15 a 19 años (022)",17,,,,,,12,5
"De 20 a 24 años (023)",59,,,,,,30,29
"De 25 a 29 años (024)",111,,,,,8,67,36
"De 30 a 34 años (025)",132,,,,,15,87,30
"De 35 a 39 años (026)",118,,,,,33,67,18
"De 40 a 44 años (027)",121,,,,3,49,56,13
"De 45 a 49 años (028)",98,,,1,8,45,20,24
"De 50 y más años (029)",303,2,13,39,83,56,3,107
"Desocupada (030)",10,,,,1,2,4,3
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",4,,,,,,2,2
"De 30 a 34 años (035)",1,,,,,,1,
"De 35 a 39 años (036)",1,,,,,,1,
"De 45 a 49 años (038)",1,,,,,1,,
"De 50 y más años (039)",2,,,,1,1,,
"No PEA (040)",2545,30,88,232,252,416,817,710
"De 12 a 14 años (041)",14,,,,,,,14
"De 15 a 19 años (042)",86,,,,,,46,40
"De 20 a 24 años (043)",210,,,,,,143,67
"De 25 a 29 años (044)",231,,,,,7,180,44
"De 30 a 34 años (045)",215,,,,,21,164,30
"De 35 a 39 años (046)",223,,,,1,45,144,33
"De 40 a 44 años (047)",220,,,,2,85,95,38
"De 45 a 49 años (048)",167,,,,15,79,39,34
"De 50 y más años (049)",1179,30,88,232,234,179,6,410
,,,,,,,,
"URBANA (060)",2105,22,74,157,215,395,717,525
"De 12 a 14 años (061)",4,,,,,,,4
"De 15 a 19 años (062)",39,,,,,,23,16
"De 20 a 24 años (063)",154,,,,,,97,57
