"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ANTABAMBA (000)",7107,6739,368
"Hombres (001)",3549,3433,116
"Mujeres (002)",3558,3306,252
"De 18 a 29 años (003)",1665,1590,75
"Hombres (004)",849,811,38
"Mujeres (005)",816,779,37
"De 30 a 44 años (006)",2105,2071,34
"Hombres (007)",1108,1090,18
"Mujeres (008)",997,981,16
"De 45 a 64 años (009)",1986,1934,52
"Hombres (010)",980,960,20
"Mujeres (011)",1006,974,32
"De 65 y más años (012)",1351,1144,207
"Hombres (013)",612,572,40
"Mujeres (014)",739,572,167
,,,
"URBANA (015)",4820,4606,214
"Hombres (016)",2337,2268,69
"Mujeres (017)",2483,2338,145
"De 18 a 29 años (018)",1133,1076,57
"Hombres (019)",582,551,31
"Mujeres (020)",551,525,26
"De 30 a 44 años (021)",1457,1441,16
"Hombres (022)",726,718,8
"Mujeres (023)",731,723,8
"De 45 a 64 años (024)",1348,1320,28
"Hombres (025)",652,640,12
"Mujeres (026)",696,680,16
"De 65 y más años (027)",882,769,113
"Hombres (028)",377,359,18
"Mujeres (029)",505,410,95
,,,
"RURAL (030)",2287,2133,154
"Hombres (031)",1212,1165,47
"Mujeres (032)",1075,968,107
"De 18 a 29 años (033)",532,514,18
"Hombres (034)",267,260,7
"Mujeres (035)",265,254,11
"De 30 a 44 años (036)",648,630,18
"Hombres (037)",382,372,10
"Mujeres (038)",266,258,8
"De 45 a 64 años (039)",638,614,24
"Hombres (040)",328,320,8
"Mujeres (041)",310,294,16
"De 65 y más años (042)",469,375,94
"Hombres (043)",235,213,22
"Mujeres (044)",234,162,72
