"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CUTERVO (000)",1676,86,965,409,163,53
"Sin nivel (001)",118,7,37,31,28,15
"Educación inicial (002)",7,1,4,2,,
"Primaria (003)",817,66,406,201,108,36
"Secundaria (004)",502,12,365,104,20,1
"Superior no univ. incompleta (005)",45,,33,10,2,
"Superior no univ. completa (006)",123,,75,46,2,
"Superior univ. incompleta (007)",17,,12,4,,1
"Superior univ. completa (008)",47,,33,11,3,
"Hombres (010)",1256,54,683,317,151,51
"Sin nivel (011)",77,4,20,14,26,13
"Educación inicial (012)",4,,3,1,,
"Primaria (013)",648,41,301,171,99,36
"Secundaria (014)",388,9,271,87,20,1
"Superior no univ. incompleta (015)",31,,22,7,2,
"Superior no univ. completa (016)",67,,39,27,1,
"Superior univ. incompleta (017)",11,,7,3,,1
"Superior univ. completa (018)",30,,20,7,3,
"Mujeres (020)",420,32,282,92,12,2
"Sin nivel (021)",41,3,17,17,2,2
"Educación inicial (022)",3,1,1,1,,
"Primaria (023)",169,25,105,30,9,
"Secundaria (024)",114,3,94,17,,
"Superior no univ. incompleta (025)",14,,11,3,,
"Superior no univ. completa (026)",56,,36,19,1,
"Superior univ. incompleta (027)",6,,5,1,,
"Superior univ. completa (028)",17,,13,4,,
,,,,,,
"Area Urbana (030)",726,21,398,213,65,29
"Sin nivel (031)",35,2,9,10,7,7
"Educación inicial (032)",5,,3,2,,
"Primaria (033)",226,15,78,74,39,20
"Secundaria (034)",260,4,178,64,13,1
"Superior no univ. incompleta (035)",33,,25,7,1,
"Superior no univ. completa (036)",111,,65,44,2,
"Superior univ. incompleta (037)",15,,11,3,,1
"Superior univ. completa (038)",41,,29,9,3,
"Hombres (040)",523,13,274,149,59,28
"Sin nivel (041)",23,1,5,5,6,6
"Educación inicial (042)",3,,2,1,,
"Primaria (043)",184,10,64,55,35,20
"Secundaria (044)",197,2,132,49,13,1
"Superior no univ. incompleta (045)",24,,17,6,1,
"Superior no univ. completa (046)",58,,31,26,1,
"Superior univ. incompleta (047)",10,,7,2,,1
"Superior univ. completa (048)",24,,16,5,3,
"Mujeres (050)",203,8,124,64,6,1
"Sin nivel (051)",12,1,4,5,1,1
"Educación inicial (052)",2,,1,1,,
"Primaria (053)",42,5,14,19,4,
"Secundaria (054)",63,2,46,15,,
"Superior no univ. incompleta (055)",9,,8,1,,
"Superior no univ. completa (056)",53,,34,18,1,
"Superior univ. incompleta (057)",5,,4,1,,
"Superior univ. completa (058)",17,,13,4,,
,,,,,,
"Area Rural (060)",950,65,567,196,98,24
"Sin nivel (061)",83,5,28,21,21,8
"Educación inicial (062)",2,1,1,,,
"Primaria (063)",591,51,328,127,69,16
"Secundaria (064)",242,8,187,40,7,
"Superior no univ. incompleta (065)",12,,8,3,1,
"Superior no univ. completa (066)",12,,10,2,,
"Superior univ. incompleta (067)",2,,1,1,,
"Superior univ. completa (068)",6,,4,2,,
"Hombres (070)",733,41,409,168,92,23
"Sin nivel (071)",54,3,15,9,20,7
"Educación inicial (072)",1,,1,,,
"Primaria (073)",464,31,237,116,64,16
"Secundaria (074)",191,7,139,38,7,
"Superior no univ. incompleta (075)",7,,5,1,1,
"Superior no univ. completa (076)",9,,8,1,,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",6,,4,2,,
"Mujeres (080)",217,24,158,28,6,1
"Sin nivel (081)",29,2,13,12,1,1
"Educación inicial (082)",1,1,,,,
"Primaria (083)",127,20,91,11,5,
"Secundaria (084)",51,1,48,2,,
"Superior no univ. incompleta (085)",5,,3,2,,
"Superior no univ. completa (086)",3,,2,1,,
"Superior univ. incompleta (087)",1,,1,,,
