"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TUMBES (000)",142338,36310,26504,8604,71360
"Menos de 1 año (001)",2896,1527,492,96,788
"De 1 a 14 años (002)",39710,16105,8032,1802,13869
"De 15 a 29 años (003)",40296,8705,4205,2833,24629
"De 30 a 44 años (004)",30841,5627,6803,1925,16630
"De 45 a 64 años (005)",21228,3241,5219,1487,11378
"De 65 y mas años (006)",7367,1105,1753,461,4066
"Hombres (008)",73057,17130,13024,5375,37802
"Menos de 1 año (009)",1480,778,250,45,412
"De 1 a 14 años (010)",20299,8226,4152,918,7050
"De 15 a 29 años (011)",20614,3582,1872,2096,13100
"De 30 a 44 años (012)",15545,2438,3125,1143,8939
"De 45 a 64 años (013)",11241,1548,2668,914,6188
"De 65 y mas años (014)",3878,558,957,259,2113
"Mujeres (016)",69281,19180,13480,3229,33558
"Menos de 1 año (017)",1416,749,242,51,376
"De 1 a 14 años (018)",19411,7879,3880,884,6819
"De 15 a 29 años (019)",19682,5123,2333,737,11529
"De 30 a 44 años (020)",15296,3189,3678,782,7691
"De 45 a 64 años (021)",9987,1693,2551,573,5190
"De 65 y mas años (022)",3489,547,796,202,1953
,,,,,
"URBANA (024)",131105,32006,25511,8410,65607
"Menos de 1 año (025)",2659,1371,472,95,728
"De 1 a 14 años (026)",36772,14327,7747,1762,13033
"De 15 a 29 años (027)",37139,7642,4066,2799,22705
"De 30 a 44 años (028)",28549,4962,6538,1895,15295
"De 45 a 64 años (029)",19471,2785,5040,1436,10305
"De 65 y mas años (030)",6515,919,1648,423,3541
"Hombres (032)",67205,15056,12550,5265,34600
"Menos de 1 año (033)",1363,700,239,45,384
"De 1 a 14 años (034)",18835,7338,4019,899,6625
"De 15 a 29 años (035)",18984,3099,1815,2077,12028
"De 30 a 44 años (036)",14348,2144,3009,1123,8169
"De 45 a 64 años (037)",10302,1323,2573,887,5594
"De 65 y mas años (038)",3373,452,895,234,1800
"Mujeres (040)",63900,16950,12961,3145,31007
"Menos de 1 año (041)",1296,671,233,50,344
"De 1 a 14 años (042)",17937,6989,3728,863,6408
"De 15 a 29 años (043)",18155,4543,2251,722,10677
"De 30 a 44 años (044)",14201,2818,3529,772,7126
"De 45 a 64 años (045)",9169,1462,2467,549,4711
"De 65 y mas años (046)",3142,467,753,189,1741
,,,,,
"RURAL (048)",11233,4304,993,194,5753
"Menos de 1 año (049)",237,156,20,1,60
"De 1 a 14 años (050)",2938,1778,285,40,836
"De 15 a 29 años (051)",3157,1063,139,34,1924
"De 30 a 44 años (052)",2292,665,265,30,1335
"De 45 a 64 años (053)",1757,456,179,51,1073
"De 65 y mas años (054)",852,186,105,38,525
"Hombres (056)",5852,2074,474,110,3202
"Menos de 1 año (057)",117,78,11,,28
"De 1 a 14 años (058)",1464,888,133,19,425
"De 15 a 29 años (059)",1630,483,57,19,1072
"De 30 a 44 años (060)",1197,294,116,20,770
"De 45 a 64 años (061)",939,225,95,27,594
"De 65 y mas años (062)",505,106,62,25,313
"Mujeres (064)",5381,2230,519,84,2551
"Menos de 1 año (065)",120,78,9,1,32
"De 1 a 14 años (066)",1474,890,152,21,411
"De 15 a 29 años (067)",1527,580,82,15,852
"De 30 a 44 años (068)",1095,371,149,10,565
"De 45 a 64 años (069)",818,231,84,24,479
"De 65 y mas años (070)",347,80,43,13,212
