"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia AIJA (000)",4546,2061,52,42,2219,95,6,6,1,64
"Hombres (001)",1678,1070,34,26,454,49,5,3,1,36
"Mujeres (002)",2868,991,18,16,1765,46,1,3,,28
"De 06 a 14 años (003)",1601,1540,,,38,7,,,,16
"Hombres (004)",820,796,,,14,3,,,,7
"Mujeres (005)",781,744,,,24,4,,,,9
"De 15 a 29 años (006)",1070,500,1,6,546,,,1,1,15
"Hombres (007)",370,265,1,4,92,,,,1,7
"Mujeres (008)",700,235,,2,454,,,1,,8
"De 30 a 44 años (009)",591,15,2,7,554,,3,2,,8
"Hombres (010)",125,7,,4,102,,3,1,,8
"Mujeres (011)",466,8,2,3,452,,,1,,
"De 45 a 64 años (012)",624,5,15,7,586,,1,,,10
"Hombres (013)",141,1,10,4,120,,,,,6
"Mujeres (014)",483,4,5,3,466,,1,,,4
"De 65 y más años (015)",660,1,34,22,495,88,2,3,,15
"Hombres (016)",222,1,23,14,126,46,2,2,,8
"Mujeres (017)",438,,11,8,369,42,,1,,7
,,,,,,,,,,
"AREA URBANA (018)",1390,608,36,32,642,48,3,1,,20
"Hombres (019)",531,301,22,19,150,24,2,,,13
"Mujeres (020)",859,307,14,13,492,24,1,1,,7
"De 06 a 14 años (021)",464,440,,,18,4,,,,2
"Hombres (022)",234,220,,,11,2,,,,1
"Mujeres (023)",230,220,,,7,2,,,,1
"De 15 a 29 años (024)",294,159,,5,125,,,,,5
"Hombres (025)",104,77,,3,22,,,,,2
"Mujeres (026)",190,82,,2,103,,,,,3
"De 30 a 44 años (027)",165,7,1,5,149,,1,,,2
"Hombres (028)",39,2,,4,30,,1,,,2
"Mujeres (029)",126,5,1,1,119,,,,,
"De 45 a 64 años (030)",198,1,7,6,178,,1,,,5
"Hombres (031)",48,1,4,3,37,,,,,3
"Mujeres (032)",150,,3,3,141,,1,,,2
"De 65 y más años (033)",269,1,28,16,172,44,1,1,,6
"Hombres (034)",106,1,18,9,50,22,1,,,5
"Mujeres (035)",163,,10,7,122,22,,1,,1
,,,,,,,,,,
"AREA RURAL (036)",3156,1453,16,10,1577,47,3,5,1,44
"Hombres (037)",1147,769,12,7,304,25,3,3,1,23
"Mujeres (038)",2009,684,4,3,1273,22,,2,,21
"De 06 a 14 años (039)",1137,1100,,,20,3,,,,14
"Hombres (040)",586,576,,,3,1,,,,6
"Mujeres (041)",551,524,,,17,2,,,,8
"De 15 a 29 años (042)",776,341,1,1,421,,,1,1,10
"Hombres (043)",266,188,1,1,70,,,,1,5
"Mujeres (044)",510,153,,,351,,,1,,5
"De 30 a 44 años (045)",426,8,1,2,405,,2,2,,6
"Hombres (046)",86,5,,,72,,2,1,,6
"Mujeres (047)",340,3,1,2,333,,,1,,
"De 45 a 64 años (048)",426,4,8,1,408,,,,,5
"Hombres (049)",93,,6,1,83,,,,,3
"Mujeres (050)",333,4,2,,325,,,,,2
"De 65 y más años (051)",391,,6,6,323,44,1,2,,9
"Hombres (052)",116,,5,5,76,24,1,2,,3
"Mujeres (053)",275,,1,1,247,20,,,,6
