"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHANCHAMAYO (000)",146650,12178,2218,60434,52086,5418,4930,3550,5836
"Hombres (001)",77806,4382,1056,31663,29790,2986,2565,2111,3253
"Mujeres (002)",68844,7796,1162,28771,22296,2432,2365,1439,2583
"PEA (003)",66015,4844,81,20650,26426,3322,3797,2180,4715
"Hombres (004)",47894,2963,41,15561,20397,2246,2275,1506,2905
"Mujeres (005)",18121,1881,40,5089,6029,1076,1522,674,1810
"Ocupada (006)",64233,4744,78,20242,25542,3211,3684,2120,4612
"Hombres (007)",46748,2908,40,15298,19796,2177,2220,1466,2843
"Mujeres (008)",17485,1836,38,4944,5746,1034,1464,654,1769
"Desocupada (009)",1782,100,3,408,884,111,113,60,103
"Hombres (010)",1146,55,1,263,601,69,55,40,62
"Mujeres (011)",636,45,2,145,283,42,58,20,41
"No PEA (012)",80635,7334,2137,39784,25660,2096,1133,1370,1121
"Hombres (013)",29912,1419,1015,16102,9393,740,290,605,348
"Mujeres (014)",50723,5915,1122,23682,16267,1356,843,765,773
,,,,,,,,,
"URBANA (018)",84562,4495,1470,29478,33069,4192,3933,2955,4970
"Hombres (019)",42901,1356,720,14466,17813,2242,1917,1722,2665
"Mujeres (020)",41661,3139,750,15012,15256,1950,2016,1233,2305
"PEA (021)",37218,1636,53,8350,15724,2595,3038,1825,3997
"Hombres (022)",24322,693,24,5379,11255,1674,1699,1225,2373
"Mujeres (023)",12896,943,29,2971,4469,921,1339,600,1624
"Ocupada (024)",35801,1567,50,8057,15011,2500,2938,1772,3906
"Hombres (025)",23424,658,23,5193,10779,1615,1651,1189,2316
"Mujeres (026)",12377,909,27,2864,4232,885,1287,583,1590
"Desocupada (027)",1417,69,3,293,713,95,100,53,91
"Hombres (028)",898,35,1,186,476,59,48,36,57
"Mujeres (029)",519,34,2,107,237,36,52,17,34
"No PEA (030)",47344,2859,1417,21128,17345,1597,895,1130,973
"Hombres (031)",18579,663,696,9087,6558,568,218,497,292
"Mujeres (032)",28765,2196,721,12041,10787,1029,677,633,681
,,,,,,,,,
"RURAL (036)",62088,7683,748,30956,19017,1226,997,595,866
"Hombres (037)",34905,3026,336,17197,11977,744,648,389,588
"Mujeres (038)",27183,4657,412,13759,7040,482,349,206,278
"PEA (039)",28797,3208,28,12300,10702,727,759,355,718
"Hombres (040)",23572,2270,17,10182,9142,572,576,281,532
"Mujeres (041)",5225,938,11,2118,1560,155,183,74,186
"Ocupada (042)",28432,3177,28,12185,10531,711,746,348,706
"Hombres (043)",23324,2250,17,10105,9017,562,569,277,527
"Mujeres (044)",5108,927,11,2080,1514,149,177,71,179
"Desocupada (045)",365,31,,115,171,16,13,7,12
"Hombres (046)",248,20,,77,125,10,7,4,5
"Mujeres (047)",117,11,,38,46,6,6,3,7
"No PEA (048)",33291,4475,720,18656,8315,499,238,240,148
"Hombres (049)",11333,756,319,7015,2835,172,72,108,56
"Mujeres (050)",21958,3719,401,11641,5480,327,166,132,92
