"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PICOTA (000)",32330,1640,485,18287,9842,597,870,236,373
"Hombres (001)",17240,588,244,9502,5668,333,514,153,238
"Mujeres (002)",15090,1052,241,8785,4174,264,356,83,135
"PEA (003)",14767,573,17,7584,5026,390,716,152,309
"Hombres (004)",11246,376,15,5802,3989,269,473,116,206
"Mujeres (005)",3521,197,2,1782,1037,121,243,36,103
"Ocupada (006)",14442,565,17,7443,4894,380,689,152,302
"Hombres (007)",11004,369,15,5695,3891,264,452,116,202
"Mujeres (008)",3438,196,2,1748,1003,116,237,36,100
"Desocupada (009)",325,8,,141,132,10,27,,7
"Hombres (010)",242,7,,107,98,5,21,,4
"Mujeres (011)",83,1,,34,34,5,6,,3
"No PEA (012)",17563,1067,468,10703,4816,207,154,84,64
"Hombres (013)",5994,212,229,3700,1679,64,41,37,32
"Mujeres (014)",11569,855,239,7003,3137,143,113,47,32
,,,,,,,,,
"URBANA (018)",20504,647,350,10212,7429,526,790,209,341
"Hombres (019)",10723,224,177,5090,4123,289,465,134,221
"Mujeres (020)",9781,423,173,5122,3306,237,325,75,120
"PEA (021)",9344,220,10,4012,3682,345,656,135,284
"Hombres (022)",6683,121,9,2804,2795,233,430,100,191
"Mujeres (023)",2661,99,1,1208,887,112,226,35,93
"Ocupada (024)",9068,212,10,3907,3558,336,633,135,277
"Hombres (025)",6475,114,9,2722,2703,229,411,100,187
"Mujeres (026)",2593,98,1,1185,855,107,222,35,90
"Desocupada (027)",276,8,,105,124,9,23,,7
"Hombres (028)",208,7,,82,92,4,19,,4
"Mujeres (029)",68,1,,23,32,5,4,,3
"No PEA (030)",11160,427,340,6200,3747,181,134,74,57
"Hombres (031)",4040,103,168,2286,1328,56,35,34,30
"Mujeres (032)",7120,324,172,3914,2419,125,99,40,27
,,,,,,,,,
"RURAL (036)",11826,993,135,8075,2413,71,80,27,32
"Hombres (037)",6517,364,67,4412,1545,44,49,19,17
"Mujeres (038)",5309,629,68,3663,868,27,31,8,15
"PEA (039)",5423,353,7,3572,1344,45,60,17,25
"Hombres (040)",4563,255,6,2998,1194,36,43,16,15
"Mujeres (041)",860,98,1,574,150,9,17,1,10
"Ocupada (042)",5374,353,7,3536,1336,44,56,17,25
"Hombres (043)",4529,255,6,2973,1188,35,41,16,15
"Mujeres (044)",845,98,1,563,148,9,15,1,10
"Desocupada (045)",49,,,36,8,1,4,,
"Hombres (046)",34,,,25,6,1,2,,
"Mujeres (047)",15,,,11,2,,2,,
"No PEA (048)",6403,640,128,4503,1069,26,20,10,7
"Hombres (049)",1954,109,61,1414,351,8,6,3,2
"Mujeres (050)",4449,531,67,3089,718,18,14,7,5
