"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MOYOBAMBA (000)",969,242,727
"Sin nivel (001)",46,10,36
"Educación inicial (002)",2,,2
"Primaria (003)",410,91,319
"Secundaria (004)",339,85,254
"Superior no univ. incompleta (005)",48,18,30
"Superior no univ. completa (006)",61,22,39
"Superior univ. incompleta (007)",26,10,16
"Superior univ. completa (008)",37,6,31
"Hombres (010)",713,152,561
"Sin nivel (011)",34,9,25
"Educación inicial (012)",2,,2
"Primaria (013)",326,59,267
"Secundaria (014)",242,52,190
"Superior no univ. incompleta (015)",30,9,21
"Superior no univ. completa (016)",38,15,23
"Superior univ. incompleta (017)",18,7,11
"Superior univ. completa (018)",23,1,22
"Mujeres (020)",256,90,166
"Sin nivel (021)",12,1,11
"Primaria (023)",84,32,52
"Secundaria (024)",97,33,64
"Superior no univ. incompleta (025)",18,9,9
"Superior no univ. completa (026)",23,7,16
"Superior univ. incompleta (027)",8,3,5
"Superior univ. completa (028)",14,5,9
,,,
"AREA URBANA (030)",694,160,534
"Sin nivel (031)",22,2,20
"Educación inicial (032)",2,,2
"Primaria (033)",231,41,190
"Secundaria (034)",277,67,210
"Superior no univ. incompleta (035)",44,17,27
"Superior no univ. completa (036)",57,18,39
"Superior univ. incompleta (037)",25,10,15
"Superior univ. completa (038)",36,5,31
"Hombres (040)",473,90,383
"Sin nivel (041)",14,2,12
"Educación inicial (042)",2,,2
"Primaria (043)",169,22,147
"Secundaria (044)",188,39,149
"Superior no univ. incompleta (045)",26,8,18
"Superior no univ. completa (046)",35,12,23
"Superior univ. incompleta (047)",17,7,10
"Superior univ. completa (048)",22,,22
"Mujeres (050)",221,70,151
"Sin nivel (051)",8,,8
"Primaria (053)",62,19,43
"Secundaria (054)",89,28,61
"Superior no univ. incompleta (055)",18,9,9
"Superior no univ. completa (056)",22,6,16
"Superior univ. incompleta (057)",8,3,5
"Superior univ. completa (058)",14,5,9
,,,
"AREA RURAL (060)",275,82,193
"Sin nivel (061)",24,8,16
"Primaria (063)",179,50,129
"Secundaria (064)",62,18,44
"Superior no univ. incompleta (065)",4,1,3
"Superior no univ. completa (066)",4,4,
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",1,1,
"Hombres (070)",240,62,178
"Sin nivel (071)",20,7,13
"Primaria (073)",157,37,120
"Secundaria (074)",54,13,41
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",3,3,
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,1,
"Mujeres (080)",35,20,15
"Sin nivel (081)",4,1,3
"Primaria (083)",22,13,9
"Secundaria (084)",8,5,3
"Superior no univ. completa (086)",1,1,
