"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONDORCANQUI (000)",10223,1079,547,5654,39,2788,116
"Sin nivel (001)",1541,5,32,796,,698,10
"Educación inicial (002)",19,,,9,,10,
"Primaria (003)",4973,29,228,3014,19,1633,50
"Secundaria (004)",2590,160,261,1674,16,427,52
"Superior no univ. incompleta (005)",286,195,11,67,1,10,2
"Superior no univ. completa (006)",424,351,12,52,2,6,1
"Superior univ. incompleta (007)",103,73,2,27,1,,
"Superior univ. completa (008)",287,266,1,15,,4,1
"Hombres (010)",5944,765,456,4076,33,604,10
"Sin nivel (011)",392,1,12,325,,53,1
"Educación inicial (012)",3,,,3,,,
"Primaria (013)",2709,18,178,2180,15,316,2
"Secundaria (014)",2040,118,243,1440,14,219,6
"Superior no univ. incompleta (015)",207,132,11,53,1,9,1
"Superior no univ. completa (016)",306,252,10,38,2,4,
"Superior univ. incompleta (017)",83,57,1,24,1,,
"Superior univ. completa (018)",204,187,1,13,,3,
"Mujeres (020)",4279,314,91,1578,6,2184,106
"Sin nivel (021)",1149,4,20,471,,645,9
"Educación inicial (022)",16,,,6,,10,
"Primaria (023)",2264,11,50,834,4,1317,48
"Secundaria (024)",550,42,18,234,2,208,46
"Superior no univ. incompleta (025)",79,63,,14,,1,1
"Superior no univ. completa (026)",118,99,2,14,,2,1
"Superior univ. incompleta (027)",20,16,1,3,,,
"Superior univ. completa (028)",83,79,,2,,1,1
,,,,,,,
"URBANA (030)",1592,504,175,655,7,160,91
"Sin nivel (031)",62,,2,36,,18,6
"Educación inicial (032)",2,,,1,,1,
"Primaria (033)",426,16,41,264,2,62,41
"Secundaria (034)",585,91,113,266,4,71,40
"Superior no univ. incompleta (035)",99,56,8,30,,3,2
"Superior no univ. completa (036)",200,153,8,36,1,1,1
"Superior univ. incompleta (037)",42,30,2,10,,,
"Superior univ. completa (038)",176,158,1,12,,4,1
"Hombres (040)",1000,342,153,441,4,54,6
"Sin nivel (041)",17,,1,14,,2,
"Primaria (043)",220,8,32,166,1,12,1
"Secundaria (044)",399,64,104,190,2,35,4
"Superior no univ. incompleta (045)",72,35,8,26,,2,1
"Superior no univ. completa (046)",141,107,6,27,1,,
"Superior univ. incompleta (047)",29,20,1,8,,,
"Superior univ. completa (048)",122,108,1,10,,3,
"Mujeres (050)",592,162,22,214,3,106,85
"Sin nivel (051)",45,,1,22,,16,6
"Educación inicial (052)",2,,,1,,1,
"Primaria (053)",206,8,9,98,1,50,40
"Secundaria (054)",186,27,9,76,2,36,36
"Superior no univ. incompleta (055)",27,21,,4,,1,1
"Superior no univ. completa (056)",59,46,2,9,,1,1
"Superior univ. incompleta (057)",13,10,1,2,,,
"Superior univ. completa (058)",54,50,,2,,1,1
,,,,,,,
"RURAL (060)",8631,575,372,4999,32,2628,25
"Sin nivel (061)",1479,5,30,760,,680,4
"Educación inicial (062)",17,,,8,,9,
"Primaria (063)",4547,13,187,2750,17,1571,9
"Secundaria (064)",2005,69,148,1408,12,356,12
"Superior no univ. incompleta (065)",187,139,3,37,1,7,
"Superior no univ. completa (066)",224,198,4,16,1,5,
"Superior univ. incompleta (067)",61,43,,17,1,,
"Superior univ. completa (068)",111,108,,3,,,
"Hombres (070)",4944,423,303,3635,29,550,4
"Sin nivel (071)",375,1,11,311,,51,1
"Educación inicial (072)",3,,,3,,,
"Primaria (073)",2489,10,146,2014,14,304,1
"Secundaria (074)",1641,54,139,1250,12,184,2
"Superior no univ. incompleta (075)",135,97,3,27,1,7,
"Superior no univ. completa (076)",165,145,4,11,1,4,
"Superior univ. incompleta (077)",54,37,,16,1,,
"Superior univ. completa (078)",82,79,,3,,,
"Mujeres (080)",3687,152,69,1364,3,2078,21
"Sin nivel (081)",1104,4,19,449,,629,3
"Educación inicial (082)",14,,,5,,9,
"Primaria (083)",2058,3,41,736,3,1267,8
"Secundaria (084)",364,15,9,158,,172,10
"Superior no univ. incompleta (085)",52,42,,10,,,
"Superior no univ. completa (086)",59,53,,5,,1,
"Superior univ. incompleta (087)",7,6,,1,,,
"Superior univ. completa (088)",29,29,,,,,
