"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARABAYA (000)",2689,53,1470,765,329,72
"Sin nivel (001)",125,11,15,24,47,28
"Educación inicial (002)",7,5,1,1,,
"Primaria (003)",1054,27,382,403,200,42
"Secundaria (004)",1330,10,963,279,77,1
"Superior no univ. incompleta (005)",53,,33,17,3,
"Superior no univ. completa (006)",55,,37,18,,
"Superior univ. incompleta (007)",33,,23,9,1,
"Superior univ. completa (008)",32,,16,14,1,1
"Hombres (010)",2082,28,1053,651,290,60
"Sin nivel (011)",78,6,8,13,33,18
"Educación inicial (012)",5,3,1,1,,
"Primaria (013)",833,11,262,341,179,40
"Secundaria (014)",1051,8,716,253,73,1
"Superior no univ. incompleta (015)",37,,22,12,3,
"Superior no univ. completa (016)",33,,19,14,,
"Superior univ. incompleta (017)",26,,18,7,1,
"Superior univ. completa (018)",19,,7,10,1,1
"Mujeres (020)",607,25,417,114,39,12
"Sin nivel (021)",47,5,7,11,14,10
"Educación inicial (022)",2,2,,,,
"Primaria (023)",221,16,120,62,21,2
"Secundaria (024)",279,2,247,26,4,
"Superior no univ. incompleta (025)",16,,11,5,,
"Superior no univ. completa (026)",22,,18,4,,
"Superior univ. incompleta (027)",7,,5,2,,
"Superior univ. completa (028)",13,,9,4,,
,,,,,,
"Area Urbana (030)",1494,24,786,437,209,38
"Sin nivel (031)",69,4,10,14,26,15
"Educación inicial (032)",4,2,1,1,,
"Primaria (033)",489,12,151,194,111,21
"Secundaria (034)",809,6,545,188,69,1
"Superior no univ. incompleta (035)",37,,25,11,1,
"Superior no univ. completa (036)",47,,33,14,,
"Superior univ. incompleta (037)",20,,12,7,1,
"Superior univ. completa (038)",19,,9,8,1,1
"Hombres (040)",1125,11,543,357,184,30
"Sin nivel (041)",41,2,5,7,18,9
"Educación inicial (042)",3,1,1,1,,
"Primaria (043)",374,4,98,155,98,19
"Secundaria (044)",628,4,391,167,65,1
"Superior no univ. incompleta (045)",25,,17,7,1,
"Superior no univ. completa (046)",27,,17,10,,
"Superior univ. incompleta (047)",14,,8,5,1,
"Superior univ. completa (048)",13,,6,5,1,1
"Mujeres (050)",369,13,243,80,25,8
"Sin nivel (051)",28,2,5,7,8,6
"Educación inicial (052)",1,1,,,,
"Primaria (053)",115,8,53,39,13,2
"Secundaria (054)",181,2,154,21,4,
"Superior no univ. incompleta (055)",12,,8,4,,
"Superior no univ. completa (056)",20,,16,4,,
"Superior univ. incompleta (057)",6,,4,2,,
"Superior univ. completa (058)",6,,3,3,,
,,,,,,
"Area Rural (060)",1195,29,684,328,120,34
"Sin nivel (061)",56,7,5,10,21,13
"Educación inicial (062)",3,3,,,,
"Primaria (063)",565,15,231,209,89,21
"Secundaria (064)",521,4,418,91,8,
"Superior no univ. incompleta (065)",16,,8,6,2,
"Superior no univ. completa (066)",8,,4,4,,
"Superior univ. incompleta (067)",13,,11,2,,
"Superior univ. completa (068)",13,,7,6,,
"Hombres (070)",957,17,510,294,106,30
"Sin nivel (071)",37,4,3,6,15,9
"Educación inicial (072)",2,2,,,,
"Primaria (073)",459,7,164,186,81,21
"Secundaria (074)",423,4,325,86,8,
"Superior no univ. incompleta (075)",12,,5,5,2,
"Superior no univ. completa (076)",6,,2,4,,
"Superior univ. incompleta (077)",12,,10,2,,
"Superior univ. completa (078)",6,,1,5,,
"Mujeres (080)",238,12,174,34,14,4
"Sin nivel (081)",19,3,2,4,6,4
"Educación inicial (082)",1,1,,,,
"Primaria (083)",106,8,67,23,8,
"Secundaria (084)",98,,93,5,,
"Superior no univ. incompleta (085)",4,,3,1,,
"Superior no univ. completa (086)",2,,2,,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",7,,6,1,,
