"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PICOTA",,,,,,,,,
"Viviendas particulares (001)",905,807,52,9,19,12,,,6
"Ocupantes presentes (002)",3898,3456,241,42,92,44,,,23
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",871,774,51,9,19,12,,,6
"Ocupantes presentes (005)",3746,3308,237,42,92,44,,,23
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",9,9,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,6,1,,,,,,
"Ocupantes presentes (011)",32,28,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,10,,,,,,,
"Ocupantes presentes (014)",63,63,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",12,12,,,,,,,
"Ocupantes presentes (020)",37,37,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,3,,,,,,,
"Ocupantes presentes (023)",11,11,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",788,705,46,9,18,6,,,4
"Ocupantes presentes (029)",3410,3025,217,42,90,22,,,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",754,672,45,9,18,6,,,4
"Ocupantes presentes (032)",3258,2877,213,42,90,22,,,14
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",9,9,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,6,1,,,,,,
"Ocupantes presentes (038)",32,28,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,10,,,,,,,
"Ocupantes presentes (041)",63,63,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",12,12,,,,,,,
"Ocupantes presentes (047)",37,37,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,3,,,,,,,
"Ocupantes presentes (050)",11,11,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",117,102,6,,1,6,,,2
"Ocupantes presentes (056)",488,431,24,,2,22,,,9
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",117,102,6,,1,6,,,2
"Ocupantes presentes (059)",488,431,24,,2,22,,,9
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
