"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TRUJILLO (000)",228477,2112,62856,70535,36533,15733,6385,1756,255,,32312
"Conviviente (001)",72040,873,26040,24017,9250,3371,1263,348,39,,6839
"Separado(a) (002)",18247,271,5949,6123,2808,1228,556,139,25,,1148
"Casado(a) (003)",85365,503,20012,28491,18370,8189,3061,787,108,,5844
"Viudo(a) (004)",17510,268,5875,5786,2346,1056,600,261,30,,1288
"Divorciado(a) (005)",2204,21,543,752,430,181,77,20,5,,175
"Soltero(a) (006)",33111,176,4437,5366,3329,1708,828,201,48,,17018
,,,,,,,,,,,
"URBANA (008)",223374,2005,60810,69001,36022,15549,6303,1741,251,,31692
"Conviviente (009)",69784,815,25012,23335,9049,3306,1242,343,36,,6646
"Separado(a) (010)",17935,266,5825,6023,2773,1210,551,138,25,,1124
"Casado(a) (011)",83659,474,19331,27947,18166,8116,3023,781,107,,5714
"Viudo(a) (012)",17165,260,5739,5662,2313,1045,593,260,30,,1263
"Divorciado(a) (013)",2194,20,542,747,428,181,77,20,5,,174
"Soltero(a) (014)",32637,170,4361,5287,3293,1691,817,199,48,,16771
,,,,,,,,,,,
"RURAL (016)",5103,107,2046,1534,511,184,82,15,4,,620
"Conviviente (017)",2256,58,1028,682,201,65,21,5,3,,193
"Separado(a) (018)",312,5,124,100,35,18,5,1,,,24
"Casado(a) (019)",1706,29,681,544,204,73,38,6,1,,130
"Viudo(a) (020)",345,8,136,124,33,11,7,1,,,25
"Divorciado(a) (021)",10,1,1,5,2,,,,,,1
"Soltero(a) (022)",474,6,76,79,36,17,11,2,,,247
