"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia UCAYALI",,,,,,,,,
"Viviendas particulares (001)",11487,1594,987,222,37,1691,6408,280,268
"Ocupantes presentes (002)",61017,8636,5100,1214,208,8843,34220,1534,1262
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9099,1444,941,214,37,1518,4428,259,258
"Ocupantes presentes (005)",48769,8114,4933,1166,208,7969,23678,1468,1233
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,8,,,,,,,
"Ocupantes presentes (008)",29,29,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",174,126,33,,,,,15,
"Ocupantes presentes (011)",563,409,109,,,,,45,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",26,4,2,1,,13,2,1,3
"Ocupantes presentes (014)",79,15,7,2,,25,8,8,14
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2117,,,3,,153,1957,,4
"Ocupantes presentes (017)",11297,,,18,,820,10447,,12
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",42,8,11,4,,5,8,5,1
"Ocupantes presentes (020)",207,50,51,28,,22,42,13,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,4,,,,2,9,,
"Ocupantes presentes (023)",64,19,,,,7,38,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,,,,,,4,,2
"Ocupantes presentes (026)",9,,,,,,7,,2
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6199,1519,657,218,37,1267,2077,262,162
"Ocupantes presentes (029)",33098,8226,3405,1189,208,6578,11268,1449,775
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5933,1369,611,213,37,1247,2058,241,157
"Ocupantes presentes (032)",32163,7704,3238,1159,208,6524,11188,1383,759
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,8,,,,,,,
"Ocupantes presentes (035)",29,29,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",174,126,33,,,,,15,
"Ocupantes presentes (038)",563,409,109,,,,,45,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",26,4,2,1,,13,2,1,3
"Ocupantes presentes (041)",79,15,7,2,,25,8,8,14
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",42,8,11,4,,5,8,5,1
"Ocupantes presentes (047)",207,50,51,28,,22,42,13,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",13,4,,,,2,7,,
"Ocupantes presentes (050)",54,19,,,,7,28,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,2,,1
"Ocupantes presentes (053)",3,,,,,,2,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5288,75,330,4,,424,4331,18,106
"Ocupantes presentes (056)",27919,410,1695,25,,2265,22952,85,487
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3166,75,330,1,,271,2370,18,101
"Ocupantes presentes (059)",16606,410,1695,7,,1445,12490,85,474
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2117,,,3,,153,1957,,4
"Ocupantes presentes (071)",11297,,,18,,820,10447,,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,2,,
"Ocupantes presentes (077)",10,,,,,,10,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,,2,,1
"Ocupantes presentes (080)",6,,,,,,5,,1
