"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PATAZ (000)",1177,436,741
"Sin nivel (001)",146,40,106
"Educación inicial (002)",1,,1
"Primaria (003)",607,229,378
"Secundaria (004)",315,136,179
"Superior no univ. incompleta (005)",39,15,24
"Superior no univ. completa (006)",38,9,29
"Superior univ. incompleta (007)",8,1,7
"Superior univ. completa (008)",23,6,17
"De 14 a 29 años (010)",662,334,328
"Sin nivel (011)",30,14,16
"Educación inicial (012)",1,,1
"Primaria (013)",315,173,142
"Secundaria (014)",244,120,124
"Superior no univ. incompleta (015)",27,13,14
"Superior no univ. completa (016)",23,7,16
"Superior univ. incompleta (017)",7,1,6
"Superior univ. completa (018)",15,6,9
"De 30 a 44 años (020)",316,83,233
"Sin nivel (021)",58,23,35
"Primaria (023)",176,44,132
"Secundaria (024)",54,13,41
"Superior no univ. incompleta (025)",10,2,8
"Superior no univ. completa (026)",13,1,12
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",4,,4
"De 45 a 64 años (030)",152,19,133
"Sin nivel (031)",34,3,31
"Primaria (033)",93,12,81
"Secundaria (034)",17,3,14
"Superior no univ. incompleta (035)",2,,2
"Superior no univ. completa (036)",2,1,1
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",47,,47
"Sin nivel (041)",24,,24
"Primaria (043)",23,,23
,,,
"AREA URBANA (050)",283,94,189
"Sin nivel (051)",18,1,17
"Primaria (053)",84,21,63
"Secundaria (054)",104,52,52
"Superior no univ. incompleta (055)",28,10,18
"Superior no univ. completa (056)",25,4,21
"Superior univ. incompleta (057)",4,,4
"Superior univ. completa (058)",20,6,14
"De 14 a 29 años (060)",156,74,82
"Sin nivel (061)",3,,3
"Primaria (063)",26,12,14
"Secundaria (064)",78,45,33
"Superior no univ. incompleta (065)",19,9,10
"Superior no univ. completa (066)",12,2,10
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",14,6,8
"De 30 a 44 años (070)",80,13,67
"Sin nivel (071)",6,1,5
"Primaria (073)",35,5,30
"Secundaria (074)",17,5,12
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",11,1,10
"Superior univ. completa (078)",4,,4
"De 45 a 64 años (080)",42,7,35
"Sin nivel (081)",6,,6
"Primaria (083)",21,4,17
"Secundaria (084)",9,2,7
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",2,1,1
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",5,,5
"Sin nivel (091)",3,,3
"Primaria (093)",2,,2
,,,
"AREA RURAL (100)",894,342,552
"Sin nivel (101)",128,39,89
"Educación inicial (102)",1,,1
"Primaria (103)",523,208,315
"Secundaria (104)",211,84,127
"Superior no univ. incompleta (105)",11,5,6
"Superior no univ. completa (106)",13,5,8
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",3,,3
"De 14 a 29 años (110)",506,260,246
"Sin nivel (111)",27,14,13
"Educación inicial (112)",1,,1
"Primaria (113)",289,161,128
"Secundaria (114)",166,75,91
"Superior no univ. incompleta (115)",8,4,4
"Superior no univ. completa (116)",11,5,6
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",236,70,166
"Sin nivel (121)",52,22,30
"Primaria (123)",141,39,102
"Secundaria (124)",37,8,29
"Superior no univ. incompleta (125)",3,1,2
"Superior no univ. completa (126)",2,,2
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",110,12,98
"Sin nivel (131)",28,3,25
"Primaria (133)",72,8,64
"Secundaria (134)",8,1,7
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",42,,42
"Sin nivel (141)",21,,21
"Primaria (143)",21,,21
