"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MANU (000)",302,43,259
"De 14 a 29 años (001)",194,37,157
"De 30 a 44 años (002)",76,5,71
"De 45 a 64 años (003)",29,1,28
"De 65 y más años (004)",3,,3
"Hombres (005)",253,25,228
"De 14 a 29 años (006)",155,21,134
"De 30 a 44 años (007)",69,4,65
"De 45 a 64 años (008)",26,,26
"De 65 y más años (009)",3,,3
"Mujeres (010)",49,18,31
"De 14 a 29 años (011)",39,16,23
"De 30 a 44 años (012)",7,1,6
"De 45 a 64 años (013)",3,1,2
,,,
"AREA URBANA (015)",63,18,45
"De 14 a 29 años (016)",34,14,20
"De 30 a 44 años (017)",16,3,13
"De 45 a 64 años (018)",12,1,11
"De 65 y más años (019)",1,,1
"Hombres (020)",48,9,39
"De 14 a 29 años (021)",23,7,16
"De 30 a 44 años (022)",14,2,12
"De 45 a 64 años (023)",10,,10
"De 65 y más años (024)",1,,1
"Mujeres (025)",15,9,6
"De 14 a 29 años (026)",11,7,4
"De 30 a 44 años (027)",2,1,1
"De 45 a 64 años (028)",2,1,1
,,,
"AREA RURAL (030)",239,25,214
"De 14 a 29 años (031)",160,23,137
"De 30 a 44 años (032)",60,2,58
"De 45 a 64 años (033)",17,,17
"De 65 y más años (034)",2,,2
"Hombres (035)",205,16,189
"De 14 a 29 años (036)",132,14,118
"De 30 a 44 años (037)",55,2,53
"De 45 a 64 años (038)",16,,16
"De 65 y más años (039)",2,,2
"Mujeres (040)",34,9,25
"De 14 a 29 años (041)",28,9,19
"De 30 a 44 años (042)",5,,5
"De 45 a 64 años (043)",1,,1
