"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia UTCUBAMBA (000)",1646,111,819,413,246,57
"Sin nivel (001)",96,12,21,17,30,16
"Educación inicial (002)",8,3,4,1,,
"Primaria (003)",757,78,280,217,146,36
"Secundaria (004)",607,18,402,124,59,4
"Superior no univ. incompleta (005)",49,,36,12,,1
"Superior no univ. completa (006)",63,,42,17,4,
"Superior univ. incompleta (007)",19,,12,6,1,
"Superior univ. completa (008)",47,,22,19,6,
"Hombres (010)",1283,69,583,352,225,54
"Sin nivel (011)",74,7,15,16,22,14
"Educación inicial (012)",5,1,3,1,,
"Primaria (013)",631,52,215,190,139,35
"Secundaria (014)",478,9,298,112,55,4
"Superior no univ. incompleta (015)",30,,18,11,,1
"Superior no univ. completa (016)",25,,16,6,3,
"Superior univ. incompleta (017)",11,,7,3,1,
"Superior univ. completa (018)",29,,11,13,5,
"Mujeres (020)",363,42,236,61,21,3
"Sin nivel (021)",22,5,6,1,8,2
"Educación inicial (022)",3,2,1,,,
"Primaria (023)",126,26,65,27,7,1
"Secundaria (024)",129,9,104,12,4,
"Superior no univ. incompleta (025)",19,,18,1,,
"Superior no univ. completa (026)",38,,26,11,1,
"Superior univ. incompleta (027)",8,,5,3,,
"Superior univ. completa (028)",18,,11,6,1,
,,,,,,
"Area Urbana (030)",974,44,497,244,156,33
"Sin nivel (031)",41,2,10,9,13,7
"Educación inicial (032)",2,1,1,,,
"Primaria (033)",356,27,117,100,90,22
"Secundaria (034)",422,14,276,86,43,3
"Superior no univ. incompleta (035)",39,,28,10,,1
"Superior no univ. completa (036)",54,,36,15,3,
"Superior univ. incompleta (037)",17,,10,6,1,
"Superior univ. completa (038)",43,,19,18,6,
"Hombres (040)",735,31,335,197,141,31
"Sin nivel (041)",30,2,6,9,8,5
"Educación inicial (042)",1,,1,,,
"Primaria (043)",299,21,87,84,85,22
"Secundaria (044)",327,8,201,75,40,3
"Superior no univ. incompleta (045)",25,,15,9,,1
"Superior no univ. completa (046)",19,,12,5,2,
"Superior univ. incompleta (047)",9,,5,3,1,
"Superior univ. completa (048)",25,,8,12,5,
"Mujeres (050)",239,13,162,47,15,2
"Sin nivel (051)",11,,4,,5,2
"Educación inicial (052)",1,1,,,,
"Primaria (053)",57,6,30,16,5,
"Secundaria (054)",95,6,75,11,3,
"Superior no univ. incompleta (055)",14,,13,1,,
"Superior no univ. completa (056)",35,,24,10,1,
"Superior univ. incompleta (057)",8,,5,3,,
"Superior univ. completa (058)",18,,11,6,1,
,,,,,,
"Area Rural (060)",672,67,322,169,90,24
"Sin nivel (061)",55,10,11,8,17,9
"Educación inicial (062)",6,2,3,1,,
"Primaria (063)",401,51,163,117,56,14
"Secundaria (064)",185,4,126,38,16,1
"Superior no univ. incompleta (065)",10,,8,2,,
"Superior no univ. completa (066)",9,,6,2,1,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",4,,3,1,,
"Hombres (070)",548,38,248,155,84,23
"Sin nivel (071)",44,5,9,7,14,9
"Educación inicial (072)",4,1,2,1,,
"Primaria (073)",332,31,128,106,54,13
"Secundaria (074)",151,1,97,37,15,1
"Superior no univ. incompleta (075)",5,,3,2,,
"Superior no univ. completa (076)",6,,4,1,1,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",4,,3,1,,
"Mujeres (080)",124,29,74,14,6,1
"Sin nivel (081)",11,5,2,1,3,
"Educación inicial (082)",2,1,1,,,
"Primaria (083)",69,20,35,11,2,1
"Secundaria (084)",34,3,29,1,1,
"Superior no univ. incompleta (085)",5,,5,,,
"Superior no univ. completa (086)",3,,2,1,,
