"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RECUAY (000)",6002,81,1801,1911,1651,558
"Empleado (001)",1085,6,312,499,250,18
"Obrero (002)",1161,10,431,375,286,59
"Trabajador independiente (003)",2601,9,592,736,876,388
"Empleador o patrono (004)",50,,11,17,18,4
"Trabajador familiar no remunerado (005)",565,51,205,128,113,68
"Trabajador del hogar (006)",41,2,24,11,3,1
"Desocupado (008)",499,3,226,145,105,20
"Hombres (009)",4340,52,1268,1361,1230,429
"Empleado (010)",669,4,155,315,181,14
"Obrero (011)",1052,7,394,340,259,52
"Trabajador independiente (012)",1883,8,414,518,638,305
"Empleador o patrono (013)",40,,9,14,13,4
"Trabajador familiar no remunerado (014)",289,30,122,52,50,35
"Trabajador del hogar (015)",1,1,,,,
"Desocupado (017)",406,2,174,122,89,19
"Mujeres (018)",1662,29,533,550,421,129
"Empleado (019)",416,2,157,184,69,4
"Obrero (020)",109,3,37,35,27,7
"Trabajador independiente (021)",718,1,178,218,238,83
"Empleador o patrono (022)",10,,2,3,5,
"Trabajador familiar no remunerado (023)",276,21,83,76,63,33
"Trabajador del hogar (024)",40,1,24,11,3,1
"Desocupado (026)",93,1,52,23,16,1
,,,,,,
"URBANA (027)",3558,31,1051,1160,991,325
"Empleado (028)",860,4,234,399,207,16
"Obrero (029)",676,4,253,206,175,38
"Trabajador independiente (030)",1360,3,312,378,462,205
"Empleador o patrono (031)",38,,9,12,14,3
"Trabajador familiar no remunerado (032)",272,16,90,61,59,46
"Trabajador del hogar (033)",33,1,18,11,2,1
"Desocupado (035)",319,3,135,93,72,16
"Hombres (036)",2417,15,705,771,691,235
"Empleado (037)",525,2,119,246,146,12
"Obrero (038)",616,4,231,190,158,33
"Trabajador independiente (039)",876,2,200,230,293,151
"Empleador o patrono (040)",31,,8,10,10,3
"Trabajador familiar no remunerado (041)",115,4,43,20,27,21
"Trabajador del hogar (042)",1,1,,,,
"Desocupado (044)",253,2,104,75,57,15
"Mujeres (045)",1141,16,346,389,300,90
"Empleado (046)",335,2,115,153,61,4
"Obrero (047)",60,,22,16,17,5
"Trabajador independiente (048)",484,1,112,148,169,54
"Empleador o patrono (049)",7,,1,2,4,
"Trabajador familiar no remunerado (050)",157,12,47,41,32,25
"Trabajador del hogar (051)",32,,18,11,2,1
"Desocupado (053)",66,1,31,18,15,1
,,,,,,
"RURAL (054)",2444,50,750,751,660,233
"Empleado (055)",225,2,78,100,43,2
"Obrero (056)",485,6,178,169,111,21
"Trabajador independiente (057)",1241,6,280,358,414,183
"Empleador o patrono (058)",12,,2,5,4,1
"Trabajador familiar no remunerado (059)",293,35,115,67,54,22
"Trabajador del hogar (060)",8,1,6,,1,
"Desocupado (062)",180,,91,52,33,4
"Hombres (063)",1923,37,563,590,539,194
"Empleado (064)",144,2,36,69,35,2
"Obrero (065)",436,3,163,150,101,19
"Trabajador independiente (066)",1007,6,214,288,345,154
"Empleador o patrono (067)",9,,1,4,3,1
"Trabajador familiar no remunerado (068)",174,26,79,32,23,14
"Desocupado (071)",153,,70,47,32,4
"Mujeres (072)",521,13,187,161,121,39
"Empleado (073)",81,,42,31,8,
"Obrero (074)",49,3,15,19,10,2
"Trabajador independiente (075)",234,,66,70,69,29
"Empleador o patrono (076)",3,,1,1,1,
"Trabajador familiar no remunerado (077)",119,9,36,35,31,8
"Trabajador del hogar (078)",8,1,6,,1,
"Desocupado (080)",27,,21,5,1,
