"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JUNIN (000)",28724,1094,6936,5520,3763,3691,2970,1928,2822
"Quechua (001)",4418,24,189,274,371,591,731,726,1512
"Aymara (002)",24,,3,6,5,3,2,2,3
"Ashaninca (003)",2,,,1,,,,,1
"Otra lengua nativa (004)",6,,3,1,,1,1,,
"Castellano (005)",24254,1070,6732,5234,3386,3095,2234,1200,1303
"Es sordomudo/a (007)",20,,9,4,1,1,2,,3
"Hombres (009)",13863,543,3568,2690,1770,1672,1385,945,1290
"Quechua (010)",1970,12,86,131,160,285,320,338,638
"Aymara (011)",16,,3,4,4,2,1,1,1
"Otra lengua nativa (013)",5,,3,1,,,1,,
"Castellano (014)",11862,531,3469,2554,1606,1385,1062,606,649
"Es sordomudo/a (016)",10,,7,,,,1,,2
"Mujeres (018)",14861,551,3368,2830,1993,2019,1585,983,1532
"Quechua (019)",2448,12,103,143,211,306,411,388,874
"Aymara (020)",8,,,2,1,1,1,1,2
"Ashaninca (021)",2,,,1,,,,,1
"Otra lengua nativa (022)",1,,,,,1,,,
"Castellano (023)",12392,539,3263,2680,1780,1710,1172,594,654
"Es sordomudo/a (025)",10,,2,4,1,1,1,,1
,,,,,,,,,
"URBANA (027)",20255,744,4942,4008,2747,2646,2056,1259,1853
"Quechua (028)",2220,2,46,97,178,287,363,373,874
"Aymara (029)",15,,1,4,5,1,1,2,1
"Ashaninca (030)",1,,,,,,,,1
"Otra lengua nativa (031)",6,,3,1,,1,1,,
"Castellano (032)",18000,742,4887,3902,2564,2356,1690,884,975
"Es sordomudo/a (034)",13,,5,4,,1,1,,2
"Hombres (036)",9558,371,2565,1905,1248,1155,917,595,802
"Quechua (037)",929,,23,44,75,141,147,169,330
"Aymara (038)",11,,1,3,4,,1,1,1
"Otra lengua nativa (040)",5,,3,1,,,1,,
"Castellano (041)",8608,371,2535,1857,1169,1014,768,425,469
"Es sordomudo/a (043)",5,,3,,,,,,2
"Mujeres (045)",10697,373,2377,2103,1499,1491,1139,664,1051
"Quechua (046)",1291,2,23,53,103,146,216,204,544
"Aymara (047)",4,,,1,1,1,,1,
"Ashaninca (048)",1,,,,,,,,1
"Otra lengua nativa (049)",1,,,,,1,,,
"Castellano (050)",9392,371,2352,2045,1395,1342,922,459,506
"Es sordomudo/a (052)",8,,2,4,,1,1,,
,,,,,,,,,
"RURAL (054)",8469,350,1994,1512,1016,1045,914,669,969
"Quechua (055)",2198,22,143,177,193,304,368,353,638
"Aymara (056)",9,,2,2,,2,1,,2
"Ashaninca (057)",1,,,1,,,,,
"Castellano (059)",6254,328,1845,1332,822,739,544,316,328
"Es sordomudo/a (061)",7,,4,,1,,1,,1
"Hombres (063)",4305,172,1003,785,522,517,468,350,488
"Quechua (064)",1041,12,63,87,85,144,173,169,308
"Aymara (065)",5,,2,1,,2,,,
"Castellano (068)",3254,160,934,697,437,371,294,181,180
"Es sordomudo/a (070)",5,,4,,,,1,,
"Mujeres (072)",4164,178,991,727,494,528,446,319,481
"Quechua (073)",1157,10,80,90,108,160,195,184,330
"Aymara (074)",4,,,1,,,1,,2
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",3000,168,911,635,385,368,250,135,148
"Es sordomudo/a (079)",2,,,,1,,,,1
