"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6452,1454,1595,2434,174,343,115,337
"Agric., ganadería, caza y silvicultura (001)",658,6,215,322,48,67,,
"Pesca (002)",1510,7,714,555,58,176,,
"Explotación de minas y canteras (003)",14,5,6,3,,,,
"Industrias manufactureras (004)",278,36,64,166,7,5,,
"Suministro de electricidad, gas y agua (005)",36,17,16,2,,1,,
"Construcción (006)",434,20,295,102,14,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",743,102,12,555,19,55,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",79,6,9,61,,3,,
"Comercio al por mayor (009)",35,15,2,14,2,2,,
"Comercio al por menor (010)",629,81,1,480,17,50,,
"Hoteles y restaurantes (011)",388,199,16,148,10,15,,
"Trans., almac. y comunicaciones (012)",533,103,61,360,6,3,,
"Intermediación financiera (013)",11,11,,,,,,
"Activid.inmobil., empres. y alquileres (014)",233,169,32,24,7,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",368,266,102,,,,,
"Enseñanza (016)",318,283,,34,1,,,
"Servicios sociales y de salud (017)",60,54,,5,,1,,
"Otras activ. serv.comun.soc y personales (018)",260,139,34,77,2,8,,
"Hogares privados con servicio doméstico (019)",115,,,,,,115,
"Actividad economica no especificada (021)",156,37,28,81,2,8,,
"Desocupado (022)",337,,,,,,,337
"Hombres (023)",4917,862,1441,1912,149,276,8,269
"Agric., ganadería, caza y silvicultura (024)",610,4,209,297,46,54,,
"Pesca (025)",1489,7,699,551,58,174,,
"Explotación de minas y canteras (026)",14,5,6,3,,,,
"Industrias manufactureras (027)",191,18,41,125,4,3,,
"Suministro de electricidad, gas y agua (028)",35,16,16,2,,1,,
"Construcción (029)",422,17,290,100,12,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",434,65,11,329,9,20,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",73,5,9,57,,2,,
"Comercio al por mayor (032)",25,14,1,8,2,,,
"Comercio al por menor (033)",336,46,1,264,7,18,,
"Hoteles y restaurantes (034)",143,89,11,30,6,7,,
"Trans., almac. y comunicaciones (035)",508,88,60,353,4,3,,
"Intermediación financiera (036)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (037)",166,120,18,22,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",209,183,26,,,,,
"Enseñanza (039)",134,122,,11,1,,,
"Servicios sociales y de salud (040)",27,23,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",171,85,29,50,1,6,,
"Hogares privados con servicio doméstico (042)",8,,,,,,8,
"Actividad economica no especificada (044)",82,15,25,35,2,5,,
"Desocupado (045)",269,,,,,,,269
"Mujeres (046)",1535,592,154,522,25,67,107,68
"Agric., ganadería, caza y silvicultura (047)",48,2,6,25,2,13,,
"Pesca (048)",21,,15,4,,2,,
"Industrias manufactureras (050)",87,18,23,41,3,2,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",12,3,5,2,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",309,37,1,226,10,35,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,1,,4,,1,,
"Comercio al por mayor (055)",10,1,1,6,,2,,
"Comercio al por menor (056)",293,35,,216,10,32,,
"Hoteles y restaurantes (057)",245,110,5,118,4,8,,
"Trans., almac. y comunicaciones (058)",25,15,1,7,2,,,
"Intermediación financiera (059)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (060)",67,49,14,2,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",159,83,76,,,,,
"Enseñanza (062)",184,161,,23,,,,
"Servicios sociales y de salud (063)",33,31,,1,,1,,
"Otras activ. serv.comun.soc y personales (064)",89,54,5,27,1,2,,
"Hogares privados con servicio doméstico (065)",107,,,,,,107,
"Actividad economica no especificada (067)",74,22,3,46,,3,,
"Desocupado (068)",68,,,,,,,68
,,,,,,,,
"URBANA (069)",5097,1226,1216,1939,125,259,92,240
"Agric., ganadería, caza y silvicultura (070)",90,1,33,42,5,9,,
"Pesca (071)",1435,7,653,550,58,167,,
"Explotación de minas y canteras (072)",12,4,5,3,,,,
"Industrias manufactureras (073)",246,27,55,154,7,3,,
"Suministro de electricidad, gas y agua (074)",30,15,12,2,,1,,
"Construcción (075)",359,18,232,97,12,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",666,97,9,489,19,52,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",71,5,6,57,,3,,
"Comercio al por mayor (078)",35,15,2,14,2,2,,
"Comercio al por menor (079)",560,77,1,418,17,47,,
"Hoteles y restaurantes (080)",362,187,16,140,8,11,,
"Trans., almac. y comunicaciones (081)",452,89,50,306,5,2,,
"Intermediación financiera (082)",10,10,,,,,,
"Activid.inmobil., empres. y alquileres (083)",179,133,17,22,6,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",321,226,95,,,,,
"Enseñanza (085)",256,227,,28,1,,,
"Servicios sociales y de salud (086)",47,43,,3,,1,,
"Otras activ. serv.comun.soc y personales (087)",195,110,22,55,2,6,,
"Hogares privados con servicio doméstico (088)",92,,,,,,92,
"Actividad economica no especificada (090)",105,32,17,48,2,6,,
"Desocupado (091)",240,,,,,,,240
"Hombres (092)",3762,718,1069,1484,102,208,5,176
"Agric., ganadería, caza y silvicultura (093)",79,1,29,37,5,7,,
"Pesca (094)",1414,7,638,546,58,165,,
"Explotación de minas y canteras (095)",12,4,5,3,,,,
"Industrias manufactureras (096)",166,16,32,113,4,1,,
"Suministro de electricidad, gas y agua (097)",29,14,12,2,,1,,
"Construcción (098)",348,15,228,95,10,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",374,62,8,276,9,19,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",65,4,6,53,,2,,
"Comercio al por mayor (101)",25,14,1,8,2,,,
"Comercio al por menor (102)",284,44,1,215,7,17,,
"Hoteles y restaurantes (103)",131,84,11,26,4,6,,
"Trans., almac. y comunicaciones (104)",428,74,49,300,3,2,,
"Intermediación financiera (105)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (106)",119,88,6,20,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",182,162,20,,,,,
"Enseñanza (108)",107,96,,10,1,,,
"Servicios sociales y de salud (109)",20,18,,2,,,,
"Otras activ. serv.comun.soc y personales (110)",112,60,17,30,1,4,,
"Hogares privados con servicio doméstico (111)",5,,,,,,5,
"Actividad economica no especificada (113)",55,12,14,24,2,3,,
"Desocupado (114)",176,,,,,,,176
"Mujeres (115)",1335,508,147,455,23,51,87,64
"Agric., ganadería, caza y silvicultura (116)",11,,4,5,,2,,
"Pesca (117)",21,,15,4,,2,,
"Industrias manufactureras (119)",80,11,23,41,3,2,,
