"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN MARTIN",,,,,,,,,
"Viviendas particulares (001)",2224,1159,451,161,215,54,49,76,59
"Ocupantes presentes (002)",9474,4821,1887,713,994,229,224,336,270
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2119,1100,433,151,208,52,44,73,58
"Ocupantes presentes (005)",9094,4640,1808,683,949,223,200,325,266
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,1,1,,,,,
"Ocupantes presentes (008)",12,,5,7,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",72,42,12,5,4,2,4,3,
"Ocupantes presentes (011)",253,121,55,13,25,6,22,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,5,1,2,1,,1,,
"Ocupantes presentes (014)",35,19,5,3,6,,2,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3,3,,,,,,,
"Ocupantes presentes (017)",9,9,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",16,9,4,2,,,,,1
"Ocupantes presentes (020)",57,32,14,7,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,2,,,,
"Ocupantes presentes (023)",14,,,,14,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2158,1117,436,155,213,54,49,75,59
"Ocupantes presentes (029)",9222,4654,1833,694,986,229,224,332,270
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2056,1061,418,145,206,52,44,72,58
"Ocupantes presentes (032)",8851,4482,1754,664,941,223,200,321,266
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,1,1,,,,,
"Ocupantes presentes (035)",12,,5,7,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",72,42,12,5,4,2,4,3,
"Ocupantes presentes (038)",253,121,55,13,25,6,22,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,5,1,2,1,,1,,
"Ocupantes presentes (041)",35,19,5,3,6,,2,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",16,9,4,2,,,,,1
"Ocupantes presentes (047)",57,32,14,7,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,2,,,,
"Ocupantes presentes (050)",14,,,,14,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",66,42,15,6,2,,,1,
"Ocupantes presentes (056)",252,167,54,19,8,,,4,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",63,39,15,6,2,,,1,
"Ocupantes presentes (059)",243,158,54,19,8,,,4,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3,3,,,,,,,
"Ocupantes presentes (071)",9,9,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
