"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia QUISPICANCHI (000)",866,236,630
"Sin nivel (001)",60,9,51
"Primaria (003)",349,90,259
"Secundaria (004)",349,101,248
"Superior no univ. incompleta (005)",27,10,17
"Superior no univ. completa (006)",38,12,26
"Superior univ. incompleta (007)",19,9,10
"Superior univ. completa (008)",24,5,19
"De 14 a 29 años (010)",464,182,282
"Sin nivel (011)",11,4,7
"Primaria (013)",152,64,88
"Secundaria (014)",233,87,146
"Superior no univ. incompleta (015)",19,8,11
"Superior no univ. completa (016)",25,9,16
"Superior univ. incompleta (017)",15,8,7
"Superior univ. completa (018)",9,2,7
"De 30 a 44 años (020)",229,42,187
"Sin nivel (021)",17,3,14
"Primaria (023)",99,18,81
"Secundaria (024)",78,12,66
"Superior no univ. incompleta (025)",7,2,5
"Superior no univ. completa (026)",13,3,10
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",13,3,10
"De 45 a 64 años (030)",140,12,128
"Sin nivel (031)",18,2,16
"Primaria (033)",83,8,75
"Secundaria (034)",35,2,33
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",33,,33
"Sin nivel (041)",14,,14
"Primaria (043)",15,,15
"Secundaria (044)",3,,3
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",380,94,286
"Sin nivel (051)",15,1,14
"Primaria (053)",101,21,80
"Secundaria (054)",176,41,135
"Superior no univ. incompleta (055)",22,9,13
"Superior no univ. completa (056)",31,10,21
"Superior univ. incompleta (057)",15,8,7
"Superior univ. completa (058)",20,4,16
"De 14 a 29 años (060)",194,72,122
"Sin nivel (061)",1,1,
"Primaria (063)",27,13,14
"Secundaria (064)",107,34,73
"Superior no univ. incompleta (065)",17,8,9
"Superior no univ. completa (066)",22,8,14
"Superior univ. incompleta (067)",13,7,6
"Superior univ. completa (068)",7,1,6
"De 30 a 44 años (070)",112,19,93
"Sin nivel (071)",2,,2
"Primaria (073)",35,6,29
"Secundaria (074)",49,6,43
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",9,2,7
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",12,3,9
"De 45 a 64 años (080)",54,3,51
"Sin nivel (081)",5,,5
"Primaria (083)",30,2,28
"Secundaria (084)",17,1,16
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",20,,20
"Sin nivel (091)",7,,7
"Primaria (093)",9,,9
"Secundaria (094)",3,,3
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",486,142,344
"Sin nivel (101)",45,8,37
"Primaria (103)",248,69,179
"Secundaria (104)",173,60,113
"Superior no univ. incompleta (105)",5,1,4
"Superior no univ. completa (106)",7,2,5
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",4,1,3
"De 14 a 29 años (110)",270,110,160
"Sin nivel (111)",10,3,7
"Primaria (113)",125,51,74
"Secundaria (114)",126,53,73
"Superior no univ. incompleta (115)",2,,2
"Superior no univ. completa (116)",3,1,2
"Superior univ. incompleta (117)",2,1,1
"Superior univ. completa (118)",2,1,1
"De 30 a 44 años (120)",117,23,94
"Sin nivel (121)",15,3,12
"Primaria (123)",64,12,52
"Secundaria (124)",29,6,23
"Superior no univ. incompleta (125)",3,1,2
"Superior no univ. completa (126)",4,1,3
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",86,9,77
"Sin nivel (131)",13,2,11
"Primaria (133)",53,6,47
"Secundaria (134)",18,1,17
"Superior univ. incompleta (137)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",13,,13
"Sin nivel (141)",7,,7
"Primaria (143)",6,,6
