"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ANTONIO RAYMONDI (000)",9200,8670,530
"Hombres (001)",4463,4326,137
"Mujeres (002)",4737,4344,393
"De 18 a 29 años (003)",2623,2517,106
"Hombres (004)",1257,1206,51
"Mujeres (005)",1366,1311,55
"De 30 a 44 años (006)",2589,2546,43
"Hombres (007)",1290,1273,17
"Mujeres (008)",1299,1273,26
"De 45 a 64 años (009)",2391,2297,94
"Hombres (010)",1144,1126,18
"Mujeres (011)",1247,1171,76
"De 65 y más años (012)",1597,1310,287
"Hombres (013)",772,721,51
"Mujeres (014)",825,589,236
,,,
"URBANA (015)",2662,2558,104
"Hombres (016)",1340,1313,27
"Mujeres (017)",1322,1245,77
"De 18 a 29 años (018)",802,779,23
"Hombres (019)",385,377,8
"Mujeres (020)",417,402,15
"De 30 a 44 años (021)",801,791,10
"Hombres (022)",432,424,8
"Mujeres (023)",369,367,2
"De 45 a 64 años (024)",657,645,12
"Hombres (025)",333,332,1
"Mujeres (026)",324,313,11
"De 65 y más años (027)",402,343,59
"Hombres (028)",190,180,10
"Mujeres (029)",212,163,49
,,,
"RURAL (030)",6538,6112,426
"Hombres (031)",3123,3013,110
"Mujeres (032)",3415,3099,316
"De 18 a 29 años (033)",1821,1738,83
"Hombres (034)",872,829,43
"Mujeres (035)",949,909,40
"De 30 a 44 años (036)",1788,1755,33
"Hombres (037)",858,849,9
"Mujeres (038)",930,906,24
"De 45 a 64 años (039)",1734,1652,82
"Hombres (040)",811,794,17
"Mujeres (041)",923,858,65
"De 65 y más años (042)",1195,967,228
"Hombres (043)",582,541,41
"Mujeres (044)",613,426,187
