"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAMBAYEQUE (000)",96217,91699,30769,10959,10626,8963,12239,7436,4991,5716,4518,269144
"De 12 a 14 años (001)",9701,9656,9622,28,6,,,,,,45,40
"De 15 a 19 años (002)",13466,13207,11681,1275,226,20,5,,,,259,1807
"De 20 a 24 años (003)",11416,10114,4554,3149,1639,579,179,14,,,1302,9013
"De 25 a 29 años (004)",9786,8723,1566,2163,2367,1470,1039,112,6,,1063,16508
"De 30 a 34 años (005)",9240,8653,876,1391,2043,1799,1977,478,74,15,587,23271
"De 35 a 39 años (006)",8311,7924,569,814,1421,1497,2340,936,267,80,387,27516
"De 40 a 44 años (007)",7283,7056,418,625,977,1214,1895,1211,496,220,227,28965
"De 45 a 49 años (008)",6443,6233,379,441,728,831,1505,1118,761,470,210,29940
"De 50 y más años (009)",20571,20133,1104,1073,1219,1553,3299,3567,3387,4931,438,132084
"PEA (010)",19875,18053,5511,3041,2781,2205,2360,1126,573,456,1822,42776
"De 12 a 14 años (011)",362,358,355,2,1,,,,,,4,4
"De 15 a 19 años (012)",1802,1775,1623,133,14,3,2,,,,27,178
"De 20 a 24 años (013)",2850,2362,1516,576,192,56,17,5,,,488,1232
"De 25 a 29 años (014)",2723,2150,750,638,445,216,93,7,1,,573,2624
"De 30 a 34 años (015)",2550,2278,420,551,554,367,321,57,5,3,272,4573
"De 35 a 39 años (016)",2407,2245,255,388,501,440,462,146,43,10,162,6134
"De 40 a 44 años (017)",2131,2041,170,266,413,456,434,218,72,12,90,6479
"De 45 a 49 años (018)",1835,1731,152,174,316,289,417,216,117,50,104,6440
"De 50 y más años (019)",3215,3113,270,313,345,378,614,477,335,381,102,15112
