"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHACHAPOYAS (000)",37325,5775,6869,7367,6455,4494,6365
"Conviviente (001)",7892,115,1574,2966,1826,805,606
"Separado(a) (002)",721,4,52,132,192,140,201
"Casado(a) (003)",12199,15,438,2078,3358,2822,3488
"Viudo(a) (004)",1664,1,7,23,85,183,1365
"Divorciado(a) (005)",110,,3,11,24,25,47
"Soltero(a) (006)",14739,5640,4795,2157,970,519,658
"Hombres (008)",18162,2891,3354,3668,3123,2235,2891
"Conviviente (009)",3880,33,555,1511,998,444,339
"Separado(a) (010)",184,1,9,22,47,43,62
"Casado(a) (011)",6018,4,110,910,1589,1471,1934
"Viudo(a) (012)",358,,4,3,14,34,303
"Divorciado(a) (013)",46,,2,6,7,11,20
"Soltero(a) (014)",7676,2853,2674,1216,468,232,233
"Mujeres (016)",19163,2884,3515,3699,3332,2259,3474
"Conviviente (017)",4012,82,1019,1455,828,361,267
"Separado(a) (018)",537,3,43,110,145,97,139
"Casado(a) (019)",6181,11,328,1168,1769,1351,1554
"Viudo(a) (020)",1306,1,3,20,71,149,1062
"Divorciado(a) (021)",64,,1,5,17,14,27
"Soltero(a) (022)",7063,2787,2121,941,502,287,425
,,,,,,,
"URBANA (024)",26440,4057,4972,5287,4662,3159,4303
"Conviviente (025)",5379,73,1027,2071,1301,551,356
"Separado(a) (026)",583,4,44,115,164,109,147
"Casado(a) (027)",8332,7,221,1322,2378,1986,2418
"Viudo(a) (028)",1090,1,5,16,57,111,900
"Divorciado(a) (029)",91,,1,11,20,24,35
"Soltero(a) (030)",10965,3972,3674,1752,742,378,447
"Hombres (032)",12526,1963,2332,2569,2206,1548,1908
"Conviviente (033)",2631,26,350,1034,717,308,196
"Separado(a) (034)",130,1,8,16,40,26,39
"Casado(a) (035)",4092,1,52,561,1102,1033,1343
"Viudo(a) (036)",213,,2,2,6,20,183
"Divorciado(a) (037)",38,,1,6,5,10,16
"Soltero(a) (038)",5422,1935,1919,950,336,151,131
"Mujeres (040)",13914,2094,2640,2718,2456,1611,2395
"Conviviente (041)",2748,47,677,1037,584,243,160
"Separado(a) (042)",453,3,36,99,124,83,108
"Casado(a) (043)",4240,6,169,761,1276,953,1075
"Viudo(a) (044)",877,1,3,14,51,91,717
"Divorciado(a) (045)",53,,,5,15,14,19
"Soltero(a) (046)",5543,2037,1755,802,406,227,316
,,,,,,,
"RURAL (048)",10885,1718,1897,2080,1793,1335,2062
"Conviviente (049)",2513,42,547,895,525,254,250
"Separado(a) (050)",138,,8,17,28,31,54
"Casado(a) (051)",3867,8,217,756,980,836,1070
"Viudo(a) (052)",574,,2,7,28,72,465
"Divorciado(a) (053)",19,,2,,4,1,12
"Soltero(a) (054)",3774,1668,1121,405,228,141,211
"Hombres (056)",5636,928,1022,1099,917,687,983
"Conviviente (057)",1249,7,205,477,281,136,143
"Separado(a) (058)",54,,1,6,7,17,23
"Casado(a) (059)",1926,3,58,349,487,438,591
"Viudo(a) (060)",145,,2,1,8,14,120
"Divorciado(a) (061)",8,,1,,2,1,4
"Soltero(a) (062)",2254,918,755,266,132,81,102
"Mujeres (064)",5249,790,875,981,876,648,1079
"Conviviente (065)",1264,35,342,418,244,118,107
"Separado(a) (066)",84,,7,11,21,14,31
"Casado(a) (067)",1941,5,159,407,493,398,479
"Viudo(a) (068)",429,,,6,20,58,345
"Divorciado(a) (069)",11,,1,,2,,8
"Soltero(a) (070)",1520,750,366,139,96,60,109
