"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCAVELICA (000)",45014,834,14965,15366,10762,3087
"Empleado (001)",8319,20,2307,4146,1787,59
"Obrero (002)",4038,17,1689,1378,839,115
"Trabajador independiente (003)",22229,89,5805,7432,6447,2456
"Empleador o patrono (004)",260,1,74,91,69,25
"Trabajador familiar no remunerado (005)",9729,688,4805,2244,1569,423
"Trabajador del hogar (006)",439,19,285,75,51,9
"Hombres (008)",27589,435,8852,9421,6815,2066
"Empleado (009)",4786,13,1210,2309,1206,48
"Obrero (010)",3591,17,1520,1214,740,100
"Trabajador independiente (011)",15774,54,4022,5388,4551,1759
"Empleador o patrono (012)",171,1,37,66,51,16
"Trabajador familiar no remunerado (013)",3240,348,2045,440,266,141
"Trabajador del hogar (014)",27,2,18,4,1,2
"Mujeres (016)",17425,399,6113,5945,3947,1021
"Empleado (017)",3533,7,1097,1837,581,11
"Obrero (018)",447,,169,164,99,15
"Trabajador independiente (019)",6455,35,1783,2044,1896,697
"Empleador o patrono (020)",89,,37,25,18,9
"Trabajador familiar no remunerado (021)",6489,340,2760,1804,1303,282
"Trabajador del hogar (022)",412,17,267,71,50,7
,,,,,,
"URBANA (024)",18471,195,5581,7483,4420,792
"Empleado (025)",7568,18,2031,3845,1627,47
"Obrero (026)",2472,14,1017,852,534,55
"Trabajador independiente (027)",6848,60,1864,2389,1945,590
"Empleador o patrono (028)",174,,45,60,53,16
"Trabajador familiar no remunerado (029)",1068,89,419,270,214,76
"Trabajador del hogar (030)",341,14,205,67,47,8
"Hombres (032)",11058,120,3351,4389,2709,489
"Empleado (033)",4273,13,1059,2099,1066,36
"Obrero (034)",2172,14,910,739,465,44
"Trabajador independiente (035)",4067,40,1153,1430,1081,363
"Empleador o patrono (036)",117,,23,43,39,12
"Trabajador familiar no remunerado (037)",411,52,193,75,58,33
"Trabajador del hogar (038)",18,1,13,3,,1
"Mujeres (040)",7413,75,2230,3094,1711,303
"Empleado (041)",3295,5,972,1746,561,11
"Obrero (042)",300,,107,113,69,11
"Trabajador independiente (043)",2781,20,711,959,864,227
"Empleador o patrono (044)",57,,22,17,14,4
"Trabajador familiar no remunerado (045)",657,37,226,195,156,43
"Trabajador del hogar (046)",323,13,192,64,47,7
,,,,,,
"RURAL (048)",26543,639,9384,7883,6342,2295
"Empleado (049)",751,2,276,301,160,12
"Obrero (050)",1566,3,672,526,305,60
"Trabajador independiente (051)",15381,29,3941,5043,4502,1866
"Empleador o patrono (052)",86,1,29,31,16,9
"Trabajador familiar no remunerado (053)",8661,599,4386,1974,1355,347
"Trabajador del hogar (054)",98,5,80,8,4,1
"Hombres (056)",16531,315,5501,5032,4106,1577
"Empleado (057)",513,,151,210,140,12
"Obrero (058)",1419,3,610,475,275,56
"Trabajador independiente (059)",11707,14,2869,3958,3470,1396
"Empleador o patrono (060)",54,1,14,23,12,4
"Trabajador familiar no remunerado (061)",2829,296,1852,365,208,108
"Trabajador del hogar (062)",9,1,5,1,1,1
"Mujeres (064)",10012,324,3883,2851,2236,718
"Empleado (065)",238,2,125,91,20,
"Obrero (066)",147,,62,51,30,4
"Trabajador independiente (067)",3674,15,1072,1085,1032,470
"Empleador o patrono (068)",32,,15,8,4,5
"Trabajador familiar no remunerado (069)",5832,303,2534,1609,1147,239
"Trabajador del hogar (070)",89,4,75,7,3,
