"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",836,52,433,214,107,30
"Sin nivel (001)",64,6,13,13,20,12
"Primaria (003)",417,36,167,125,73,16
"Secundaria (004)",269,10,197,48,12,2
"Superior no univ. incompleta (005)",23,,16,7,,
"Superior no univ. completa (006)",32,,21,9,2,
"Superior univ. incompleta (007)",10,,8,2,,
"Superior univ. completa (008)",21,,11,10,,
"Hombres (010)",635,33,300,183,94,25
"Sin nivel (011)",41,3,8,9,14,7
"Primaria (013)",349,25,128,112,68,16
"Secundaria (014)",201,5,141,43,10,2
"Superior no univ. incompleta (015)",12,,7,5,,
"Superior no univ. completa (016)",17,,8,7,2,
"Superior univ. incompleta (017)",6,,4,2,,
"Superior univ. completa (018)",9,,4,5,,
"Mujeres (020)",201,19,133,31,13,5
"Sin nivel (021)",23,3,5,4,6,5
"Primaria (023)",68,11,39,13,5,
"Secundaria (024)",68,5,56,5,2,
"Superior no univ. incompleta (025)",11,,9,2,,
"Superior no univ. completa (026)",15,,13,2,,
"Superior univ. incompleta (027)",4,,4,,,
"Superior univ. completa (028)",12,,7,5,,
,,,,,,
"Area Urbana (030)",258,10,133,77,32,6
"Sin nivel (031)",9,2,4,1,1,1
"Primaria (033)",80,6,18,31,21,4
"Secundaria (034)",104,2,69,24,8,1
"Superior no univ. incompleta (035)",17,,14,3,,
"Superior no univ. completa (036)",24,,14,8,2,
"Superior univ. incompleta (037)",10,,8,2,,
"Superior univ. completa (038)",14,,6,8,,
"Hombres (040)",173,7,75,59,26,6
"Sin nivel (041)",6,1,3,1,,1
"Primaria (043)",62,4,11,25,18,4
"Secundaria (044)",74,2,45,20,6,1
"Superior no univ. incompleta (045)",8,,6,2,,
"Superior no univ. completa (046)",12,,4,6,2,
"Superior univ. incompleta (047)",6,,4,2,,
"Superior univ. completa (048)",5,,2,3,,
"Mujeres (050)",85,3,58,18,6,
"Sin nivel (051)",3,1,1,,1,
"Primaria (053)",18,2,7,6,3,
"Secundaria (054)",30,,24,4,2,
"Superior no univ. incompleta (055)",9,,8,1,,
"Superior no univ. completa (056)",12,,10,2,,
"Superior univ. incompleta (057)",4,,4,,,
"Superior univ. completa (058)",9,,4,5,,
,,,,,,
"Area Rural (060)",578,42,300,137,75,24
"Sin nivel (061)",55,4,9,12,19,11
"Primaria (063)",337,30,149,94,52,12
"Secundaria (064)",165,8,128,24,4,1
"Superior no univ. incompleta (065)",6,,2,4,,
"Superior no univ. completa (066)",8,,7,1,,
"Superior univ. completa (068)",7,,5,2,,
"Hombres (070)",462,26,225,124,68,19
"Sin nivel (071)",35,2,5,8,14,6
"Primaria (073)",287,21,117,87,50,12
"Secundaria (074)",127,3,96,23,4,1
"Superior no univ. incompleta (075)",4,,1,3,,
"Superior no univ. completa (076)",5,,4,1,,
"Superior univ. completa (078)",4,,2,2,,
"Mujeres (080)",116,16,75,13,7,5
"Sin nivel (081)",20,2,4,4,5,5
"Primaria (083)",50,9,32,7,2,
"Secundaria (084)",38,5,32,1,,
"Superior no univ. incompleta (085)",2,,1,1,,
"Superior no univ. completa (086)",3,,3,,,
"Superior univ. completa (088)",3,,3,,,
