"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PATAZ (000)",72021,15607,9418,1297,45818
"Sin Nivel (001)",16783,4015,720,110,11946
"Educación Inicial (002)",2062,976,241,24,824
"Primaria (003)",33953,8445,2662,446,22435
"Secundaria (004)",12860,1949,2611,334,7990
"Sup. no Univ. Incompleta (005)",1599,57,523,67,960
"Sup. no Univ. Completa (006)",2583,83,1464,134,917
"Sup. Univ. Incompleta (007)",574,23,232,29,293
"Sup. Univ. Completa (008)",1607,59,965,153,453
"Hombres (010)",38322,7691,6605,888,23239
"Sin Nivel (011)",6518,1808,321,54,4339
"Educación Inicial (012)",1012,506,119,13,376
"Primaria (013)",18367,4185,1678,274,12258
"Secundaria (014)",8090,1042,2078,257,4735
"Sup. no Univ. Incompleta (015)",1039,37,409,59,542
"Sup. no Univ. Completa (016)",1782,55,1095,98,548
"Sup. Univ. Incompleta (017)",395,19,176,23,180
"Sup. Univ. Completa (018)",1119,39,729,110,261
"Mujeres (020)",33699,7916,2813,409,22579
"Sin Nivel (021)",10265,2207,399,56,7607
"Educación Inicial (022)",1050,470,122,11,448
"Primaria (023)",15586,4260,984,172,10177
"Secundaria (024)",4770,907,533,77,3255
"Sup. no Univ. Incompleta (025)",560,20,114,8,418
"Sup. no Univ. Completa (026)",801,28,369,36,369
"Sup. Univ. Incompleta (027)",179,4,56,6,113
"Sup. Univ. Completa (028)",488,20,236,43,192
,,,,,
"URBANA (030)",19080,1941,4808,780,11611
"Sin Nivel (031)",2669,363,345,74,1891
"Educación Inicial (032)",581,127,150,19,286
"Primaria (033)",7259,935,1284,272,4789
"Secundaria (034)",4876,429,1299,201,2966
"Sup. no Univ. Incompleta (035)",951,17,264,47,628
"Sup. no Univ. Completa (036)",1412,28,780,72,534
"Sup. Univ. Incompleta (037)",333,11,114,14,194
"Sup. Univ. Completa (038)",999,31,572,81,323
"Hombres (040)",10112,984,3049,487,5647
"Sin Nivel (041)",1022,178,144,38,665
"Educación Inicial (042)",282,69,72,11,131
"Primaria (043)",3654,470,724,154,2325
"Secundaria (044)",2879,220,920,141,1616
"Sup. no Univ. Incompleta (045)",555,6,182,39,333
"Sup. no Univ. Completa (046)",854,13,510,43,289
"Sup. Univ. Incompleta (047)",199,9,74,10,106
"Sup. Univ. Completa (048)",667,19,423,51,182
"Mujeres (050)",8968,957,1759,293,5964
"Sin Nivel (051)",1647,185,201,36,1226
"Educación Inicial (052)",299,58,78,8,155
"Primaria (053)",3605,465,560,118,2464
"Secundaria (054)",1997,209,379,60,1350
"Sup. no Univ. Incompleta (055)",396,11,82,8,295
"Sup. no Univ. Completa (056)",558,15,270,29,245
"Sup. Univ. Incompleta (057)",134,2,40,4,88
"Sup. Univ. Completa (058)",332,12,149,30,141
,,,,,
"RURAL (060)",52941,13666,4610,517,34207
"Sin Nivel (061)",14114,3652,375,36,10055
"Educación Inicial (062)",1481,849,91,5,538
"Primaria (063)",26694,7510,1378,174,17646
"Secundaria (064)",7984,1520,1312,133,5024
"Sup. no Univ. Incompleta (065)",648,40,259,20,332
"Sup. no Univ. Completa (066)",1171,55,684,62,383
"Sup. Univ. Incompleta (067)",241,12,118,15,99
"Sup. Univ. Completa (068)",608,28,393,72,130
"Hombres (070)",28210,6707,3556,401,17592
"Sin Nivel (071)",5496,1630,177,16,3674
"Educación Inicial (072)",730,437,47,2,245
"Primaria (073)",14713,3715,954,120,9933
"Secundaria (074)",5211,822,1158,116,3119
"Sup. no Univ. Incompleta (075)",484,31,227,20,209
"Sup. no Univ. Completa (076)",928,42,585,55,259
"Sup. Univ. Incompleta (077)",196,10,102,13,74
"Sup. Univ. Completa (078)",452,20,306,59,79
"Mujeres (080)",24731,6959,1054,116,16615
"Sin Nivel (081)",8618,2022,198,20,6381
"Educación Inicial (082)",751,412,44,3,293
"Primaria (083)",11981,3795,424,54,7713
"Secundaria (084)",2773,698,154,17,1905
"Sup. no Univ. Incompleta (085)",164,9,32,,123
"Sup. no Univ. Completa (086)",243,13,99,7,124
"Sup. Univ. Incompleta (087)",45,2,16,2,25
"Sup. Univ. Completa (088)",156,8,87,13,51
