"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CELENDIN (000)",43555,34338,9217
"De 3 a 5 años (001)",6433,266,6167
"De 6 a 11 años (002)",13403,11459,1944
"De 12 a 16 años (003)",11696,11400,296
"De 17 a 24 años (004)",12023,11213,810
"Hombres (005)",21765,17411,4354
"De 3 a 5 años (006)",3212,137,3075
"De 6 a 11 años (007)",6707,5774,933
"De 12 a 16 años (008)",5974,5859,115
"De 17 a 24 años (009)",5872,5641,231
"Mujeres (010)",21790,16927,4863
"De 3 a 5 años (011)",3221,129,3092
"De 6 a 11 años (012)",6696,5685,1011
"De 12 a 16 años (013)",5722,5541,181
"De 17 a 24 años (014)",6151,5572,579
,,,
"URBANA (015)",10166,8681,1485
"De 3 a 5 años (016)",1294,99,1195
"De 6 a 11 años (017)",2740,2528,212
"De 12 a 16 años (018)",2774,2751,23
"De 17 a 24 años (019)",3358,3303,55
"Hombres (020)",5026,4308,718
"De 3 a 5 años (021)",650,45,605
"De 6 a 11 años (022)",1378,1286,92
"De 12 a 16 años (023)",1409,1403,6
"De 17 a 24 años (024)",1589,1574,15
"Mujeres (025)",5140,4373,767
"De 3 a 5 años (026)",644,54,590
"De 6 a 11 años (027)",1362,1242,120
"De 12 a 16 años (028)",1365,1348,17
"De 17 a 24 años (029)",1769,1729,40
,,,
"RURAL (030)",33389,25657,7732
"De 3 a 5 años (031)",5139,167,4972
"De 6 a 11 años (032)",10663,8931,1732
"De 12 a 16 años (033)",8922,8649,273
"De 17 a 24 años (034)",8665,7910,755
"Hombres (035)",16739,13103,3636
"De 3 a 5 años (036)",2562,92,2470
"De 6 a 11 años (037)",5329,4488,841
"De 12 a 16 años (038)",4565,4456,109
"De 17 a 24 años (039)",4283,4067,216
"Mujeres (040)",16650,12554,4096
"De 3 a 5 años (041)",2577,75,2502
"De 6 a 11 años (042)",5334,4443,891
"De 12 a 16 años (043)",4357,4193,164
"De 17 a 24 años (044)",4382,3843,539
