"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia YAUYOS",,,,,,
"Viviendas particulares (001)",7806,7703,88,13,2,
"Ocupantes presentes (002)",25093,24216,688,152,37,
"Casa independiente",,,,,,
"Viviendas particulares (004)",7234,7135,85,13,1,
"Ocupantes presentes (005)",23502,22674,656,152,20,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",6,6,,,,
"Ocupantes presentes (008)",13,13,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",30,30,,,,
"Ocupantes presentes (011)",103,103,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",131,128,2,,1,
"Ocupantes presentes (014)",407,369,21,,17,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",344,344,,,,
"Ocupantes presentes (017)",869,869,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",42,41,1,,,
"Ocupantes presentes (020)",146,135,11,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",24,24,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",11,11,,,,
"Ocupantes presentes (026)",29,29,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4753,4658,81,12,2,
"Ocupantes presentes (029)",15451,14644,629,141,37,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4528,4437,78,12,1,
"Ocupantes presentes (032)",14734,13976,597,141,20,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",6,6,,,,
"Ocupantes presentes (035)",13,13,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",30,30,,,,
"Ocupantes presentes (038)",103,103,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",131,128,2,,1,
"Ocupantes presentes (041)",407,369,21,,17,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",42,41,1,,,
"Ocupantes presentes (047)",146,135,11,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",6,6,,,,
"Ocupantes presentes (050)",20,20,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",10,10,,,,
"Ocupantes presentes (053)",28,28,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3053,3045,7,1,,
"Ocupantes presentes (056)",9642,9572,59,11,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2706,2698,7,1,,
"Ocupantes presentes (059)",8768,8698,59,11,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",344,344,,,,
"Ocupantes presentes (071)",869,869,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
