"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL LUZURIAGA (000)",348,134,214
"Sin nivel (001)",101,24,77
"Primaria (003)",109,53,56
"Secundaria (004)",100,42,58
"Superior no univ. incompleta (005)",8,2,6
"Superior no univ. completa (006)",22,8,14
"Superior univ. incompleta (007)",5,2,3
"Superior univ. completa (008)",3,3,
"De 14 a 29 años (010)",171,83,88
"Sin nivel (011)",22,6,16
"Primaria (013)",49,28,21
"Secundaria (014)",76,37,39
"Superior no univ. incompleta (015)",5,2,3
"Superior no univ. completa (016)",13,7,6
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",2,2,
"De 30 a 44 años (020)",100,43,57
"Sin nivel (021)",40,17,23
"Primaria (023)",31,18,13
"Secundaria (024)",18,5,13
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",7,1,6
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",1,1,
"De 45 a 64 años (030)",64,8,56
"Sin nivel (031)",29,1,28
"Primaria (033)",26,7,19
"Secundaria (034)",6,,6
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,,2
"De 65 y más años (040)",13,,13
"Sin nivel (041)",10,,10
"Primaria (043)",3,,3
,,,
"AREA URBANA (050)",17,6,11
"Sin nivel (051)",2,,2
"Primaria (053)",1,1,
"Secundaria (054)",4,2,2
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",8,2,6
"Superior univ. incompleta (057)",1,1,
"De 14 a 29 años (060)",9,5,4
"Primaria (063)",1,1,
"Secundaria (064)",3,2,1
"Superior no univ. completa (066)",5,2,3
"De 30 a 44 años (070)",5,1,4
"Sin nivel (071)",1,,1
"Secundaria (074)",1,,1
"Superior no univ. completa (076)",2,,2
"Superior univ. incompleta (077)",1,1,
"De 45 a 64 años (080)",2,,2
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",1,,1
"Sin nivel (091)",1,,1
,,,
"AREA RURAL (100)",331,128,203
"Sin nivel (101)",99,24,75
"Primaria (103)",108,52,56
"Secundaria (104)",96,40,56
"Superior no univ. incompleta (105)",7,2,5
"Superior no univ. completa (106)",14,6,8
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",3,3,
"De 14 a 29 años (110)",162,78,84
"Sin nivel (111)",22,6,16
"Primaria (113)",48,27,21
"Secundaria (114)",73,35,38
"Superior no univ. incompleta (115)",5,2,3
"Superior no univ. completa (116)",8,5,3
"Superior univ. incompleta (117)",4,1,3
"Superior univ. completa (118)",2,2,
"De 30 a 44 años (120)",95,42,53
"Sin nivel (121)",39,17,22
"Primaria (123)",31,18,13
"Secundaria (124)",17,5,12
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",5,1,4
"Superior univ. completa (128)",1,1,
"De 45 a 64 años (130)",62,8,54
"Sin nivel (131)",29,1,28
"Primaria (133)",26,7,19
"Secundaria (134)",6,,6
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",12,,12
"Sin nivel (141)",9,,9
"Primaria (143)",3,,3
