"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TALARA (000)",121206,12286,31172,12836,66806
"Quechua (001)",83,12,20,11,42
"Aymara (002)",26,6,6,4,11
"Asháninka (003)",14,2,6,10,1
"Otra lengua nativa (004)",145,15,34,30,66
"Castellano (005)",120672,12225,31072,12702,66553
"Idioma Extranjero (006)",136,,13,73,54
"Es Sordomudo/a (007)",130,26,21,6,79
"Hombres (009)",60813,5709,15805,7374,33104
"Quechua (010)",39,2,9,8,22
"Aymara (011)",14,2,5,3,5
"Asháninka (012)",5,1,2,3,
"Otra lengua nativa (013)",77,9,17,18,33
"Castellano (014)",60533,5680,15755,7299,32971
"Idioma Extranjero (015)",75,,6,40,31
"Es Sordomudo/a (016)",70,15,11,3,42
"Mujeres (018)",60393,6577,15367,5462,33702
"Quechua (019)",44,10,11,3,20
"Aymara (020)",12,4,1,1,6
"Asháninka (021)",9,1,4,7,1
"Otra lengua nativa (022)",68,6,17,12,33
"Castellano (023)",60139,6545,15317,5403,33582
"Idioma Extranjero (024)",61,,7,33,23
"Es Sordomudo/a (025)",60,11,10,3,37
,,,,,
"URBANA (027)",118842,12018,30985,12576,65128
"Quechua (028)",80,12,20,10,40
"Aymara (029)",26,6,6,4,11
"Asháninka (030)",14,2,6,10,1
"Otra lengua nativa (031)",145,15,34,30,66
"Castellano (032)",118354,11961,30889,12465,64892
"Idioma Extranjero (033)",97,,9,51,39
"Es Sordomudo/a (034)",126,22,21,6,79
"Hombres (036)",59506,5584,15705,7230,32148
"Quechua (037)",36,2,9,7,20
"Aymara (038)",14,2,5,3,5
"Asháninka (039)",5,1,2,3,
"Otra lengua nativa (040)",77,9,17,18,33
"Castellano (041)",59249,5559,15656,7165,32024
"Idioma Extranjero (042)",59,,5,31,24
"Es Sordomudo/a (043)",66,11,11,3,42
"Mujeres (045)",59336,6434,15280,5346,32980
"Quechua (046)",44,10,11,3,20
"Aymara (047)",12,4,1,1,6
"Asháninka (048)",9,1,4,7,1
"Otra lengua nativa (049)",68,6,17,12,33
"Castellano (050)",59105,6402,15233,5300,32868
"Idioma Extranjero (051)",38,,4,20,15
"Es Sordomudo/a (052)",60,11,10,3,37
,,,,,
"RURAL (054)",2364,268,187,260,1678
"Quechua (055)",3,,,1,2
"Castellano (059)",2318,264,183,237,1661
"Idioma Extranjero (060)",39,,4,22,15
"Es Sordomudo/a (061)",4,4,,,
"Hombres (063)",1307,125,100,144,956
"Quechua (064)",3,,,1,2
"Castellano (068)",1284,121,99,134,947
"Idioma Extranjero (069)",16,,1,9,7
"Es Sordomudo/a (070)",4,4,,,
"Mujeres (072)",1057,143,87,116,722
"Castellano (077)",1034,143,84,103,714
"Idioma Extranjero (078)",23,,3,13,8
