"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN MARCOS (000)",14442,1704,28,8135,2566,279,893,188,649
"Empleado (001)",1668,31,,179,279,95,549,85,450
"Obrero (002)",2029,293,4,1178,446,24,53,11,20
"Trabajador independiente (003)",7913,972,12,4907,1409,133,248,79,153
"Empleador o patrono (004)",211,20,,123,41,6,11,1,9
"Trabajador familiar no remunerado (005)",2299,319,12,1568,337,17,26,8,12
"Trabajador del hogar (006)",322,69,,180,54,4,6,4,5
"Hombres (008)",11370,1172,23,6783,2099,209,557,124,403
"Empleado (009)",938,12,,93,175,53,301,50,254
"Obrero (010)",1699,182,3,999,415,22,49,10,19
"Trabajador independiente (011)",6986,797,11,4514,1200,112,182,56,114
"Empleador o patrono (012)",200,20,,120,38,6,8,1,7
"Trabajador familiar no remunerado (013)",1527,157,9,1049,265,14,17,7,9
"Trabajador del hogar (014)",20,4,,8,6,2,,,
"Mujeres (016)",3072,532,5,1352,467,70,336,64,246
"Empleado (017)",730,19,,86,104,42,248,35,196
"Obrero (018)",330,111,1,179,31,2,4,1,1
"Trabajador independiente (019)",927,175,1,393,209,21,66,23,39
"Empleador o patrono (020)",11,,,3,3,,3,,2
"Trabajador familiar no remunerado (021)",772,162,3,519,72,3,9,1,3
"Trabajador del hogar (022)",302,65,,172,48,2,6,4,5
,,,,,,,,,
"URBANA (024)",4343,212,8,1283,1165,219,733,149,574
"Empleado (025)",1364,17,,119,216,84,469,69,390
"Obrero (026)",536,35,1,230,187,19,35,10,19
"Trabajador independiente (027)",1978,114,6,734,627,98,197,62,140
"Empleador o patrono (028)",63,3,,18,17,5,10,1,9
"Trabajador familiar no remunerado (029)",247,25,1,104,76,11,16,3,11
"Trabajador del hogar (030)",155,18,,78,42,2,6,4,5
"Hombres (032)",2902,103,7,907,842,155,440,90,358
"Empleado (033)",769,8,,60,139,47,256,39,220
"Obrero (034)",476,25,,202,173,17,32,9,18
"Trabajador independiente (035)",1448,52,6,568,464,78,137,39,104
"Empleador o patrono (036)",55,3,,17,15,5,7,1,7
"Trabajador familiar no remunerado (037)",147,15,1,58,46,8,8,2,9
"Trabajador del hogar (038)",7,,,2,5,,,,
"Mujeres (040)",1441,109,1,376,323,64,293,59,216
"Empleado (041)",595,9,,59,77,37,213,30,170
"Obrero (042)",60,10,1,28,14,2,3,1,1
"Trabajador independiente (043)",530,62,,166,163,20,60,23,36
"Empleador o patrono (044)",8,,,1,2,,3,,2
"Trabajador familiar no remunerado (045)",100,10,,46,30,3,8,1,2
"Trabajador del hogar (046)",148,18,,76,37,2,6,4,5
,,,,,,,,,
"RURAL (048)",10099,1492,20,6852,1401,60,160,39,75
"Empleado (049)",304,14,,60,63,11,80,16,60
"Obrero (050)",1493,258,3,948,259,5,18,1,1
"Trabajador independiente (051)",5935,858,6,4173,782,35,51,17,13
"Empleador o patrono (052)",148,17,,105,24,1,1,,
"Trabajador familiar no remunerado (053)",2052,294,11,1464,261,6,10,5,1
"Trabajador del hogar (054)",167,51,,102,12,2,,,
"Hombres (056)",8468,1069,16,5876,1257,54,117,34,45
"Empleado (057)",169,4,,33,36,6,45,11,34
"Obrero (058)",1223,157,3,797,242,5,17,1,1
"Trabajador independiente (059)",5538,745,5,3946,736,34,45,17,10
"Empleador o patrono (060)",145,17,,103,23,1,1,,
"Trabajador familiar no remunerado (061)",1380,142,8,991,219,6,9,5,
"Trabajador del hogar (062)",13,4,,6,1,2,,,
"Mujeres (064)",1631,423,4,976,144,6,43,5,30
"Empleado (065)",135,10,,27,27,5,35,5,26
"Obrero (066)",270,101,,151,17,,1,,
"Trabajador independiente (067)",397,113,1,227,46,1,6,,3
"Empleador o patrono (068)",3,,,2,1,,,,
"Trabajador familiar no remunerado (069)",672,152,3,473,42,,1,,1
"Trabajador del hogar (070)",154,47,,96,11,,,,
