"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CANDARAVE",,,
"Viviendas particulares (001)",533,500,33
"Ocupantes presentes (002)",1616,1515,101
"Casa independiente",,,
"Viviendas particulares (004)",527,494,33
"Ocupantes presentes (005)",1602,1501,101
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",2,2,
"Ocupantes presentes (011)",6,6,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",3,3,
"Ocupantes presentes (014)",6,6,
"Choza o cabaña",,,
"Viviendas particulares (016)",1,1,
"Ocupantes presentes (017)",2,2,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",288,263,25
"Ocupantes presentes (029)",860,784,76
"Casa independiente",,,
"Viviendas particulares (031)",283,258,25
"Ocupantes presentes (032)",848,772,76
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",2,2,
"Ocupantes presentes (038)",6,6,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",3,3,
"Ocupantes presentes (041)",6,6,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",245,237,8
"Ocupantes presentes (056)",756,731,25
"Casa independiente",,,
"Viviendas particulares (058)",244,236,8
"Ocupantes presentes (059)",754,729,25
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1,1,
"Ocupantes presentes (071)",2,2,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
