"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA UNION (000)",5951,264,1411,2043,1584,649
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",28,,2,18,6,2
"Profes., científicos e intelectuales (002)",434,,64,277,93,
"Técnicos de nivel medio y trab.asimilados (003)",93,,34,40,18,1
"Jefes y empleados de oficina (004)",104,,22,59,22,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",324,14,89,132,70,19
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2324,30,379,701,776,438
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",132,1,51,44,33,3
"Obreros construc., conf., papel, fab., instr. (008)",158,,42,76,37,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2112,215,645,615,470,167
"Otra (010)",19,,8,10,1,
"Ocupación no especificada (011)",115,,25,43,38,9
"Desocupado (012)",108,4,50,28,20,6
"Hombres (013)",3620,122,884,1191,1026,397
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,,2,15,6,2
"Profes., científicos e intelectuales (015)",195,,21,113,61,
"Técnicos de nivel medio y trab.asimilados (016)",53,,22,16,14,1
"Jefes y empleados de oficina (017)",52,,12,28,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",97,2,26,39,25,5
"Agricult.trabaj. calif. agrop. y pesqueros (019)",1748,12,263,551,609,313
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",106,1,41,35,26,3
"Obreros construc., conf., papel, fab., instr. (021)",156,,41,75,37,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1037,105,399,265,204,64
"Otra (023)",19,,8,10,1,
"Ocupación no especificada (024)",53,,13,20,17,3
"Desocupado (025)",79,2,36,24,14,3
"Mujeres (026)",2331,142,527,852,558,252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,3,,
"Profes., científicos e intelectuales (028)",239,,43,164,32,
"Técnicos de nivel medio y trab.asimilados (029)",40,,12,24,4,
"Jefes y empleados de oficina (030)",52,,10,31,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",227,12,63,93,45,14
"Agricult.trabaj. calif. agrop. y pesqueros (032)",576,18,116,150,167,125
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",26,,10,9,7,
"Obreros construc., conf., papel, fab., instr. (034)",2,,1,1,,
