"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia UTCUBAMBA",,,,,,,,,
"Hogares (001)",26024,519,206,115,78,63,34,45,24964
"Ocupantes presentes (002)",107795,1904,677,365,292,275,166,262,103854
"Casa independiente",,,,,,,,,
"Hogares (004)",24770,496,194,104,72,57,32,45,23770
"Ocupantes presentes (005)",103724,1830,650,331,270,251,162,262,99968
"Departamento en edificio",,,,,,,,,
"Hogares (007)",75,3,2,,,,1,,69
"Ocupantes presentes (008)",187,5,2,,,,3,,177
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",587,14,6,10,4,5,,,548
"Ocupantes presentes (011)",1643,46,12,31,15,23,,,1516
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",152,2,2,1,,1,,,146
"Ocupantes presentes (014)",474,11,6,3,,1,,,453
"Choza o cabaña",,,,,,,,,
"Hogares (016)",405,3,1,,1,,1,,399
"Ocupantes presentes (017)",1669,11,6,,4,,1,,1647
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",11,1,,,,,,,10
"Ocupantes presentes (020)",46,1,,,,,,,45
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",22,,1,,1,,,,20
"Ocupantes presentes (023)",50,,1,,3,,,,46
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",2,,,,,,,,2
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",11867,354,161,97,68,55,25,37,11070
"Ocupantes presentes (029)",45821,1223,494,304,255,239,121,206,42979
"Casa independiente",,,,,,,,,
"Hogares (031)",11023,334,151,86,63,49,24,37,10279
"Ocupantes presentes (032)",43424,1160,474,270,237,215,118,206,40744
"Departamento en edificio",,,,,,,,,
"Hogares (034)",75,3,2,,,,1,,69
"Ocupantes presentes (035)",187,5,2,,,,3,,177
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",587,14,6,10,4,5,,,548
"Ocupantes presentes (038)",1643,46,12,31,15,23,,,1516
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",152,2,2,1,,1,,,146
"Ocupantes presentes (041)",474,11,6,3,,1,,,453
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",11,1,,,,,,,10
"Ocupantes presentes (047)",46,1,,,,,,,45
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",17,,,,1,,,,16
"Ocupantes presentes (050)",45,,,,3,,,,42
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",2,,,,,,,,2
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",14157,165,45,18,10,8,9,8,13894
"Ocupantes presentes (056)",61974,681,183,61,37,36,45,56,60875
"Casa independiente",,,,,,,,,
"Hogares (058)",13747,162,43,18,9,8,8,8,13491
"Ocupantes presentes (059)",60300,670,176,61,33,36,44,56,59224
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",405,3,1,,1,,1,,399
"Ocupantes presentes (071)",1669,11,6,,4,,1,,1647
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,1,,,,,,4
"Ocupantes presentes (077)",5,,1,,,,,,4
"Otro tipo",,,,,,,,,
