"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia HUANCANE",,,,,,,,
"Viviendas particulares (001)",22288,20002,1763,15,73,406,2,27
"Ocupantes presentes (002)",68806,61115,6115,57,243,1176,5,95
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",17296,15086,1719,13,67,384,2,25
"Ocupantes presentes (005)",53697,46231,5993,52,226,1105,5,85
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",2,,1,1,,,,
"Ocupantes presentes (008)",5,,3,2,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",8,,2,1,5,,,
"Ocupantes presentes (011)",26,,7,3,16,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",18,12,4,,1,1,,
"Ocupantes presentes (014)",49,37,6,,1,5,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",4943,4889,34,,,19,,1
"Ocupantes presentes (017)",14979,14815,96,,,60,,8
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",9,5,2,,,2,,
"Ocupantes presentes (023)",27,12,9,,,6,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",11,9,1,,,,,1
"Ocupantes presentes (026)",22,19,1,,,,,2
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3975,2431,1134,14,61,315,,20
"Ocupantes presentes (029)",13146,7895,4011,54,219,896,,71
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3938,2414,1125,12,55,312,,20
"Ocupantes presentes (032)",13043,7850,3986,49,202,885,,71
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",2,,1,1,,,,
"Ocupantes presentes (035)",5,,3,2,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",8,,2,1,5,,,
"Ocupantes presentes (038)",26,,7,3,16,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",18,12,4,,1,1,,
"Ocupantes presentes (041)",49,37,6,,1,5,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,3,2,,,2,,
"Ocupantes presentes (050)",19,4,9,,,6,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",3,3,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",18313,17571,629,1,12,91,2,7
"Ocupantes presentes (056)",55660,53220,2104,3,24,280,5,24
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",13358,12672,594,1,12,72,2,5
"Ocupantes presentes (059)",40654,38381,2007,3,24,220,5,14
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",4943,4889,34,,,19,,1
"Ocupantes presentes (071)",14979,14815,96,,,60,,8
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,
"Ocupantes presentes (077)",8,8,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",10,8,1,,,,,1
"Ocupantes presentes (080)",19,16,1,,,,,2
