"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia UCAYALI (000)",13386,25,137,390,886,2109,6811,3028
"De 12 a 14 años (001)",62,,,,,,11,51
"De 15 a 19 años (002)",1111,,,,,,667,444
"De 20 a 24 años (003)",1939,,,,,5,1301,633
"De 25 a 29 años (004)",1970,,,,,58,1506,406
"De 30 a 34 años (005)",1741,,,,1,154,1321,265
"De 35 a 39 años (006)",1574,,,,10,284,1075,205
"De 40 a 44 años (007)",1308,,,,43,445,611,209
"De 45 a 49 años (008)",1024,,,9,83,509,272,151
"De 50 y más años (009)",2657,25,137,381,749,654,47,664
"PEA (010)",5136,4,41,109,368,1035,2439,1140
"De 12 a 14 años (011)",11,,,,,,3,8
"De 15 a 19 años (012)",256,,,,,,141,115
"De 20 a 24 años (013)",604,,,,,2,396,206
"De 25 a 29 años (014)",752,,,,,29,543,180
"De 30 a 34 años (015)",704,,,,1,72,494,137
"De 35 a 39 años (016)",714,,,,3,154,456,101
"De 40 a 44 años (017)",609,,,,26,221,262,100
"De 45 a 49 años (018)",498,,,4,42,252,127,73
"De 50 y más años (019)",988,4,41,105,296,305,17,220
"Ocupada (020)",5035,4,40,109,361,1019,2395,1107
"De 12 a 14 años (021)",10,,,,,,3,7
"De 15 a 19 años (022)",250,,,,,,137,113
"De 20 a 24 años (023)",585,,,,,2,384,199
"De 25 a 29 años (024)",740,,,,,27,538,175
"De 30 a 34 años (025)",690,,,,1,71,484,134
"De 35 a 39 años (026)",703,,,,3,151,449,100
"De 40 a 44 años (027)",594,,,,26,217,257,94
"De 45 a 49 años (028)",489,,,4,41,248,127,69
"De 50 y más años (029)",974,4,40,105,290,303,16,216
"Desocupada (030)",101,,1,,7,16,44,33
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",6,,,,,,4,2
"De 20 a 24 años (033)",19,,,,,,12,7
"De 25 a 29 años (034)",12,,,,,2,5,5
"De 30 a 34 años (035)",14,,,,,1,10,3
"De 35 a 39 años (036)",11,,,,,3,7,1
"De 40 a 44 años (037)",15,,,,,4,5,6
"De 45 a 49 años (038)",9,,,,1,4,,4
"De 50 y más años (039)",14,,1,,6,2,1,4
"No PEA (040)",8250,21,96,281,518,1074,4372,1888
"De 12 a 14 años (041)",51,,,,,,8,43
"De 15 a 19 años (042)",855,,,,,,526,329
"De 20 a 24 años (043)",1335,,,,,3,905,427
"De 25 a 29 años (044)",1218,,,,,29,963,226
"De 30 a 34 años (045)",1037,,,,,82,827,128
"De 35 a 39 años (046)",860,,,,7,130,619,104
"De 40 a 44 años (047)",699,,,,17,224,349,109
