"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BOLIVAR (000)",4256,477,7,2205,830,83,351,56,247
"Empleado (001)",601,3,,22,90,25,255,37,169
"Obrero (002)",637,82,,351,155,12,22,3,12
"Trabajador independiente (003)",2201,282,1,1350,416,36,52,10,54
"Empleador o patrono (004)",30,,1,15,6,2,5,,1
"Trabajador familiar no remunerado (005)",682,90,5,413,146,7,12,5,4
"Trabajador del hogar (006)",105,20,,54,17,1,5,1,7
"Hombres (008)",3456,365,7,1894,704,65,216,32,173
"Empleado (009)",357,1,,16,63,17,139,14,107
"Obrero (010)",558,57,,310,143,12,21,3,12
"Trabajador independiente (011)",1998,251,1,1240,373,30,43,10,50
"Empleador o patrono (012)",28,,1,14,5,2,5,,1
"Trabajador familiar no remunerado (013)",502,52,5,309,117,3,8,5,3
"Trabajador del hogar (014)",13,4,,5,3,1,,,
"Mujeres (016)",800,112,,311,126,18,135,24,74
"Empleado (017)",244,2,,6,27,8,116,23,62
"Obrero (018)",79,25,,41,12,,1,,
"Trabajador independiente (019)",203,31,,110,43,6,9,,4
"Empleador o patrono (020)",2,,,1,1,,,,
"Trabajador familiar no remunerado (021)",180,38,,104,29,4,4,,1
"Trabajador del hogar (022)",92,16,,49,14,,5,1,7
,,,,,,,,,
"URBANA (024)",1670,85,2,598,434,57,257,40,197
"Empleado (025)",501,3,,18,78,16,203,32,151
"Obrero (026)",277,20,,137,94,6,10,3,7
"Trabajador independiente (027)",630,33,,318,192,25,30,2,30
"Empleador o patrono (028)",7,,,,2,2,3,,
"Trabajador familiar no remunerado (029)",182,18,2,87,56,7,8,2,2
"Trabajador del hogar (030)",73,11,,38,12,1,3,1,7
"Hombres (032)",1172,37,2,436,355,42,150,19,131
"Empleado (033)",294,1,,12,54,10,110,12,95
"Obrero (034)",233,7,,113,88,6,9,3,7
"Trabajador independiente (035)",527,22,,267,165,20,24,2,27
"Empleador o patrono (036)",6,,,,1,2,3,,
"Trabajador familiar no remunerado (037)",107,5,2,43,46,3,4,2,2
"Trabajador del hogar (038)",5,2,,1,1,1,,,
"Mujeres (040)",498,48,,162,79,15,107,21,66
"Empleado (041)",207,2,,6,24,6,93,20,56
"Obrero (042)",44,13,,24,6,,1,,
"Trabajador independiente (043)",103,11,,51,27,5,6,,3
"Empleador o patrono (044)",1,,,,1,,,,
"Trabajador familiar no remunerado (045)",75,13,,44,10,4,4,,
"Trabajador del hogar (046)",68,9,,37,11,,3,1,7
,,,,,,,,,
"RURAL (048)",2586,392,5,1607,396,26,94,16,50
"Empleado (049)",100,,,4,12,9,52,5,18
"Obrero (050)",360,62,,214,61,6,12,,5
"Trabajador independiente (051)",1571,249,1,1032,224,11,22,8,24
"Empleador o patrono (052)",23,,1,15,4,,2,,1
"Trabajador familiar no remunerado (053)",500,72,3,326,90,,4,3,2
"Trabajador del hogar (054)",32,9,,16,5,,2,,
"Hombres (056)",2284,328,5,1458,349,23,66,13,42
"Empleado (057)",63,,,4,9,7,29,2,12
"Obrero (058)",325,50,,197,55,6,12,,5
"Trabajador independiente (059)",1471,229,1,973,208,10,19,8,23
"Empleador o patrono (060)",22,,1,14,4,,2,,1
"Trabajador familiar no remunerado (061)",395,47,3,266,71,,4,3,1
"Trabajador del hogar (062)",8,2,,4,2,,,,
"Mujeres (064)",302,64,,149,47,3,28,3,8
"Empleado (065)",37,,,,3,2,23,3,6
"Obrero (066)",35,12,,17,6,,,,
"Trabajador independiente (067)",100,20,,59,16,1,3,,1
"Empleador o patrono (068)",1,,,1,,,,,
"Trabajador familiar no remunerado (069)",105,25,,60,19,,,,1
"Trabajador del hogar (070)",24,7,,12,3,,2,,
