"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia TUMBES",,,
"Viviendas particulares (001)",25903,21161,4742
"Ocupantes presentes (002)",108389,88916,19473
"Casa independiente",,,
"Viviendas particulares (004)",24527,19890,4637
"Ocupantes presentes (005)",104526,85354,19172
"Departamento en edificio",,,
"Viviendas particulares (007)",360,353,7
"Ocupantes presentes (008)",1104,1085,19
"Vivienda en quinta",,,
"Viviendas particulares (010)",863,810,53
"Ocupantes presentes (011)",2213,2085,128
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",76,47,29
"Ocupantes presentes (014)",309,191,118
"Choza o cabaña",,,
"Viviendas particulares (016)",2,1,1
"Ocupantes presentes (017)",14,13,1
"Vivienda improvisada",,,
"Viviendas particulares (019)",27,20,7
"Ocupantes presentes (020)",98,79,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",27,20,7
"Ocupantes presentes (023)",83,70,13
"Otro tipo",,,
"Viviendas particulares (025)",21,20,1
"Ocupantes presentes (026)",42,39,3
,,,
URBANA,,,
"Viviendas particulares (028)",24942,20497,4445
"Ocupantes presentes (029)",104326,86060,18266
"Casa independiente",,,
"Viviendas particulares (031)",23569,19227,4342
"Ocupantes presentes (032)",100481,82511,17970
"Departamento en edificio",,,
"Viviendas particulares (034)",360,353,7
"Ocupantes presentes (035)",1104,1085,19
"Vivienda en quinta",,,
"Viviendas particulares (037)",863,810,53
"Ocupantes presentes (038)",2213,2085,128
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",76,47,29
"Ocupantes presentes (041)",309,191,118
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",27,20,7
"Ocupantes presentes (047)",98,79,19
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",26,20,6
"Ocupantes presentes (050)",79,70,9
"Otro tipo",,,
"Viviendas particulares (052)",21,20,1
"Ocupantes presentes (053)",42,39,3
,,,
RURAL,,,
"Viviendas particulares (055)",961,664,297
"Ocupantes presentes (056)",4063,2856,1207
"Casa independiente",,,
"Viviendas particulares (058)",958,663,295
"Ocupantes presentes (059)",4045,2843,1202
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2,1,1
"Ocupantes presentes (071)",14,13,1
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",4,,4
"Otro tipo",,,
