"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia CONDESUYOS",,,,,,,,,
"Viviendas particulares (001)",5412,1959,1833,955,386,162,58,26,33
"Ocupantes presentes (002)",17146,5154,5919,3461,1469,711,203,89,140
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4210,1319,1507,798,330,139,58,26,33
"Ocupantes presentes (005)",13482,3601,4840,2812,1218,579,203,89,140
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",12,8,1,2,1,,,,
"Ocupantes presentes (011)",38,14,14,8,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",50,32,13,4,,1,,,
"Ocupantes presentes (014)",127,77,34,8,,8,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1114,581,310,148,54,21,,,
"Ocupantes presentes (017)",3440,1423,1025,622,247,123,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",12,8,2,1,,1,,,
"Ocupantes presentes (020)",30,16,6,7,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",13,10,,2,1,,,,
"Ocupantes presentes (023)",26,20,,4,2,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2403,793,765,459,205,93,41,21,26
"Ocupantes presentes (029)",7555,2100,2420,1603,721,398,136,66,111
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2321,739,749,451,203,91,41,21,26
"Ocupantes presentes (032)",7350,1986,2366,1579,717,389,136,66,111
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",12,8,1,2,1,,,,
"Ocupantes presentes (038)",38,14,14,8,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",50,32,13,4,,1,,,
"Ocupantes presentes (041)",127,77,34,8,,8,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",12,8,2,1,,1,,,
"Ocupantes presentes (047)",30,16,6,7,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,6,,1,1,,,,
"Ocupantes presentes (050)",10,7,,1,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3009,1166,1068,496,181,69,17,5,7
"Ocupantes presentes (056)",9591,3054,3499,1858,748,313,67,23,29
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1889,580,758,347,127,48,17,5,7
"Ocupantes presentes (059)",6132,1615,2474,1233,501,190,67,23,29
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1114,581,310,148,54,21,,,
"Ocupantes presentes (071)",3440,1423,1025,622,247,123,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,4,,1,,,,,
"Ocupantes presentes (077)",16,13,,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,,
