"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia BOLOGNESI (000)",19188,18179,1009
"Hombres (001)",10062,9810,252
"Mujeres (002)",9126,8369,757
"De 18 a 29 años (003)",5776,5510,266
"Hombres (004)",3134,3031,103
"Mujeres (005)",2642,2479,163
"De 30 a 44 años (006)",5935,5782,153
"Hombres (007)",3243,3203,40
"Mujeres (008)",2692,2579,113
"De 45 a 64 años (009)",4636,4449,187
"Hombres (010)",2327,2292,35
"Mujeres (011)",2309,2157,152
"De 65 y más años (012)",2841,2438,403
"Hombres (013)",1358,1284,74
"Mujeres (014)",1483,1154,329
,,,
"URBANA (015)",12047,11565,482
"Hombres (016)",6043,5936,107
"Mujeres (017)",6004,5629,375
"De 18 a 29 años (018)",3558,3435,123
"Hombres (019)",1847,1796,51
"Mujeres (020)",1711,1639,72
"De 30 a 44 años (021)",3780,3725,55
"Hombres (022)",1948,1940,8
"Mujeres (023)",1832,1785,47
"De 45 a 64 años (024)",2919,2837,82
"Hombres (025)",1430,1416,14
"Mujeres (026)",1489,1421,68
"De 65 y más años (027)",1790,1568,222
"Hombres (028)",818,784,34
"Mujeres (029)",972,784,188
,,,
"RURAL (030)",7141,6614,527
"Hombres (031)",4019,3874,145
"Mujeres (032)",3122,2740,382
"De 18 a 29 años (033)",2218,2075,143
"Hombres (034)",1287,1235,52
"Mujeres (035)",931,840,91
"De 30 a 44 años (036)",2155,2057,98
"Hombres (037)",1295,1263,32
"Mujeres (038)",860,794,66
"De 45 a 64 años (039)",1717,1612,105
"Hombres (040)",897,876,21
"Mujeres (041)",820,736,84
"De 65 y más años (042)",1051,870,181
"Hombres (043)",540,500,40
"Mujeres (044)",511,370,141
