"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia LUYA (000)",15463,65,920,172,153,720,7499,423,396,4525,41,549
"Agric., ganadería, caza y silvicultura (001)",11056,,2,7,,,7499,,3,3545,,
"Explotación de minas y canteras (003)",6,,,,,,,5,,1,,
"Industrias manufactureras (004)",419,,3,9,2,1,,372,23,9,,
"Suministro de electricidad, gas y agua (005)",9,,,1,1,,,4,1,2,,
"Construcción (006)",411,,3,2,3,,,12,231,160,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",728,,1,6,,606,,27,2,86,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",21,,,,,8,,13,,,,
"Comercio al por mayor (009)",38,,,1,,36,,,,1,,
"Comercio al por menor (010)",669,,1,5,,562,,14,2,85,,
"Hoteles y restaurantes (011)",142,,2,4,1,101,,,,34,,
"Trans., almac. y comunicaciones (012)",160,,,5,3,4,,,130,18,,
"Activid.inmobil., empres. y alquileres (014)",30,,7,2,8,2,,,,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",285,51,13,29,102,1,,3,5,40,41,
"Enseñanza (016)",802,14,768,4,11,,,,,5,,
"Servicios sociales y de salud (017)",177,,76,87,9,3,,,,2,,
"Otras activ. serv.comun.soc y personales (018)",201,,45,16,11,2,,,1,126,,
