"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OTUZCO (000)",88817,1926,29956,21731,16044,12377,6783
"Hombres (001)",44769,970,15240,11049,8076,6163,3271
"Mujeres (002)",44048,956,14716,10682,7968,6214,3512
"Viviendas particulares (003)",88633,1920,29949,21665,15979,12348,6772
"Hombres (004)",44631,967,15235,11005,8022,6139,3263
"Mujeres (005)",44002,953,14714,10660,7957,6209,3509
"Viviendas colectivas (006)",137,6,6,46,47,24,8
"Hombres (007)",94,3,4,26,36,20,5
"Mujeres (008)",43,3,2,20,11,4,3
"Otro tipo (009)",47,,1,20,18,5,3
"Hombres (010)",44,,1,18,18,4,3
"Mujeres (011)",3,,,2,,1,
,,,,,,,
"URBANA (012)",21179,369,6211,5097,4234,3370,1898
"Hombres (013)",10380,194,3167,2507,2025,1617,870
"Mujeres (014)",10799,175,3044,2590,2209,1753,1028
"Viviendas particulares (015)",21010,363,6204,5038,4173,3345,1887
"Hombres (016)",10254,191,3162,2468,1974,1597,862
"Mujeres (017)",10756,172,3042,2570,2199,1748,1025
"Viviendas colectivas (018)",122,6,6,39,43,20,8
"Hombres (019)",82,3,4,21,33,16,5
"Mujeres (020)",40,3,2,18,10,4,3
"Otro tipo (021)",47,,1,20,18,5,3
"Hombres (022)",44,,1,18,18,4,3
"Mujeres (023)",3,,,2,,1,
,,,,,,,
"RURAL (024)",67638,1557,23745,16634,11810,9007,4885
"Hombres (025)",34389,776,12073,8542,6051,4546,2401
"Mujeres (026)",33249,781,11672,8092,5759,4461,2484
"Viviendas particulares (027)",67623,1557,23745,16627,11806,9003,4885
"Hombres (028)",34377,776,12073,8537,6048,4542,2401
"Mujeres (029)",33246,781,11672,8090,5758,4461,2484
"Viviendas colectivas (030)",15,,,7,4,4,
"Hombres (031)",12,,,5,3,4,
"Mujeres (032)",3,,,2,1,,
