"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia TOCACHE",,,,,,,,,
"Hogares (001)",18036,45,5260,24,63,11562,6,10,1066
"Ocupantes presentes (002)",68768,130,19665,76,254,47004,25,28,1586
"Casa independiente",,,,,,,,,
"Hogares (004)",13359,35,4328,19,53,8261,4,10,649
"Ocupantes presentes (005)",52925,109,16481,64,212,35084,16,28,931
"Departamento en edificio",,,,,,,,,
"Hogares (007)",65,1,42,,,,,,22
"Ocupantes presentes (008)",158,3,129,,,,,,26
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",856,9,612,2,,,,,233
"Ocupantes presentes (011)",2498,18,2085,9,,,,,386
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",294,,143,,,69,,,82
"Ocupantes presentes (014)",948,,522,,,297,,,129
"Choza o cabaña",,,,,,,,,
"Hogares (016)",3375,,104,1,10,3189,2,,69
"Ocupantes presentes (017)",11960,,350,1,42,11462,9,,96
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",43,,13,1,,24,,,5
"Ocupantes presentes (020)",156,,43,1,,106,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",34,,17,,,11,,,6
"Ocupantes presentes (023)",98,,52,,,34,,,12
"Otro tipo",,,,,,,,,
"Hogares (025)",10,,1,1,,8,,,
"Ocupantes presentes (026)",25,,3,1,,21,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",8872,42,4508,18,37,3492,3,10,762
"Ocupantes presentes (029)",34110,121,16964,66,153,15601,9,28,1168
"Casa independiente",,,,,,,,,
"Hogares (031)",7588,32,3683,15,37,3391,3,10,417
"Ocupantes presentes (032)",30268,100,14141,56,153,15168,9,28,613
"Departamento en edificio",,,,,,,,,
"Hogares (034)",65,1,42,,,,,,22
"Ocupantes presentes (035)",158,3,129,,,,,,26
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",856,9,612,2,,,,,233
"Ocupantes presentes (038)",2498,18,2085,9,,,,,386
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",294,,143,,,69,,,82
"Ocupantes presentes (041)",948,,522,,,297,,,129
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",43,,13,1,,24,,,5
"Ocupantes presentes (047)",156,,43,1,,106,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",22,,14,,,5,,,3
"Ocupantes presentes (050)",68,,41,,,19,,,8
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,1,,,3,,,
"Ocupantes presentes (053)",14,,3,,,11,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9164,3,752,6,26,8070,3,,304
"Ocupantes presentes (056)",34658,9,2701,10,101,31403,16,,418
"Casa independiente",,,,,,,,,
"Hogares (058)",5771,3,645,4,16,4870,1,,232
"Ocupantes presentes (059)",22657,9,2340,8,59,19916,7,,318
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",3375,,104,1,10,3189,2,,69
"Ocupantes presentes (071)",11960,,350,1,42,11462,9,,96
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",12,,3,,,6,,,3
"Ocupantes presentes (077)",30,,11,,,15,,,4
"Otro tipo",,,,,,,,,
"Hogares (079)",6,,,1,,5,,,
"Ocupantes presentes (080)",11,,,1,,10,,,
