"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUARAL",,,,,,,
"Viviendas particulares (001)",39427,6101,2823,1358,24326,2740,2079
"Ocupantes presentes (002)",161991,22529,11598,5892,103395,10605,7972
"Casa independiente",,,,,,,
"Viviendas particulares (004)",35893,4680,2375,1261,23192,2506,1879
"Ocupantes presentes (005)",149183,17774,9919,5509,98945,9804,7232
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",768,490,,11,202,25,40
"Ocupantes presentes (008)",2702,1615,,50,826,75,136
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",821,449,,22,270,33,47
"Ocupantes presentes (011)",2903,1464,,100,1035,125,179
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",775,397,,24,248,61,45
"Ocupantes presentes (014)",2909,1395,,86,968,256,204
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",312,22,110,9,100,61,10
"Ocupantes presentes (017)",1110,85,417,37,357,171,43
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",781,40,338,31,292,30,50
"Ocupantes presentes (020)",2971,130,1262,110,1213,106,150
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",70,22,,,17,24,7
"Ocupantes presentes (023)",195,65,,,39,68,23
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,1,,,5,,1
"Ocupantes presentes (026)",18,1,,,12,,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",32491,5677,2327,1238,19786,1676,1787
"Ocupantes presentes (029)",135396,20976,9682,5393,85607,6766,6972
"Casa independiente",,,,,,,
"Viviendas particulares (031)",29282,4278,1989,1150,18757,1510,1598
"Ocupantes presentes (032)",123732,16306,8420,5047,81525,6156,6278
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",768,490,,11,202,25,40
"Ocupantes presentes (035)",2702,1615,,50,826,75,136
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",821,449,,22,270,33,47
"Ocupantes presentes (038)",2903,1464,,100,1035,125,179
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",775,397,,24,248,61,45
"Ocupantes presentes (041)",2909,1395,,86,968,256,204
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",781,40,338,31,292,30,50
"Ocupantes presentes (047)",2971,130,1262,110,1213,106,150
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",60,22,,,15,17,6
"Ocupantes presentes (050)",164,65,,,31,48,20
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,1,,,2,,1
"Ocupantes presentes (053)",15,1,,,9,,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6936,424,496,120,4540,1064,292
"Ocupantes presentes (056)",26595,1553,1916,499,17788,3839,1000
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6611,402,386,111,4435,996,281
"Ocupantes presentes (059)",25451,1468,1499,462,17420,3648,954
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",312,22,110,9,100,61,10
"Ocupantes presentes (071)",1110,85,417,37,357,171,43
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",10,,,,2,7,1
"Ocupantes presentes (077)",31,,,,8,20,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,3,,
"Ocupantes presentes (080)",3,,,,3,,
