"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",23182,480,8533,5503,3608,3153,1905
"Jefe o Jefa (001)",5444,,,822,1738,1797,1087
"Esposa(o) / compañera(o) (002)",3730,,6,869,1350,1106,399
"Hijo(a) / hijastro(a) (003)",11135,352,7218,3173,341,51,
"Yerno / nuera (004)",275,,7,192,64,11,1
"Nieto(a) (005)",1118,91,867,155,5,,
"Padres / suegros (006)",366,,,,4,67,295
"Otro(a) pariente (007)",976,36,413,239,87,97,104
"Trabajador(a) del hogar (008)",21,,3,7,2,6,3
"Pensionistas (009)",4,,,,1,1,2
"Otro(a) no pariente (010)",113,1,19,46,16,17,14
"Hombres (011)",11333,241,4303,2752,1745,1467,825
"Jefe o Jefa (012)",3815,,,625,1323,1227,640
"Esposa(o) / compañera(o) (013)",440,,4,97,153,125,61
"Hijo(a) / hijastro(a) (014)",5740,185,3663,1703,161,28,
"Yerno / nuera (015)",132,,4,77,43,7,1
"Nieto(a) (016)",546,44,415,85,2,,
"Padres / suegros (017)",91,,,,1,14,76
"Otro(a) pariente (018)",502,11,208,138,52,54,39
"Trabajador(a) del hogar (019)",3,,1,,,1,1
"Pensionistas (020)",2,,,,1,1,
"Otro(a) no pariente (021)",62,1,8,27,9,10,7
"Mujeres (022)",11849,239,4230,2751,1863,1686,1080
"Jefe o Jefa (023)",1629,,,197,415,570,447
"Esposa(o) / compañera(o) (024)",3290,,2,772,1197,981,338
"Hijo(a) / hijastro(a) (025)",5395,167,3555,1470,180,23,
"Yerno / nuera (026)",143,,3,115,21,4,
"Nieto(a) (027)",572,47,452,70,3,,
"Padres / suegros (028)",275,,,,3,53,219
"Otro(a) pariente (029)",474,25,205,101,35,43,65
"Trabajador(a) del hogar (030)",18,,2,7,2,5,2
"Pensionistas (031)",2,,,,,,2
"Otro(a) no pariente (032)",51,,11,19,7,7,7
,,,,,,,
"URBANA (033)",2761,45,864,617,579,421,235
"Jefe o Jefa (034)",726,,,84,271,229,142
"Esposa(o) / compañera(o) (035)",466,,1,95,195,140,35
"Hijo(a) / hijastro(a) (036)",1145,30,710,326,72,7,
"Yerno / nuera (037)",47,,2,26,16,3,
"Nieto(a) (038)",135,13,103,19,,,
"Padres / suegros (039)",56,,,,1,9,46
"Otro(a) pariente (040)",116,1,38,36,13,19,9
"Trabajador(a) del hogar (041)",11,,,5,1,3,2
"Otro(a) no pariente (043)",59,1,10,26,10,11,1
"Hombres (044)",1365,27,441,294,293,209,101
"Jefe o Jefa (045)",522,,,67,207,169,79
"Esposa(o) / compañera(o) (046)",46,,,8,20,13,5
"Hijo(a) / hijastro(a) (047)",597,19,366,165,43,4,
"Yerno / nuera (048)",25,,2,9,11,3,
"Nieto(a) (049)",67,6,50,11,,,
"Padres / suegros (050)",12,,,,,1,11
"Otro(a) pariente (051)",62,1,20,18,7,12,4
"Trabajador(a) del hogar (052)",2,,,,,1,1
"Otro(a) no pariente (054)",32,1,3,16,5,6,1
"Mujeres (055)",1396,18,423,323,286,212,134
"Jefe o Jefa (056)",204,,,17,64,60,63
"Esposa(o) / compañera(o) (057)",420,,1,87,175,127,30
"Hijo(a) / hijastro(a) (058)",548,11,344,161,29,3,
"Yerno / nuera (059)",22,,,17,5,,
"Nieto(a) (060)",68,7,53,8,,,
"Padres / suegros (061)",44,,,,1,8,35
"Otro(a) pariente (062)",54,,18,18,6,7,5
"Trabajador(a) del hogar (063)",9,,,5,1,2,1
"Otro(a) no pariente (065)",27,,7,10,5,5,
,,,,,,,
"RURAL (066)",20421,435,7669,4886,3029,2732,1670
"Jefe o Jefa (067)",4718,,,738,1467,1568,945
"Esposa(o) / compañera(o) (068)",3264,,5,774,1155,966,364
"Hijo(a) / hijastro(a) (069)",9990,322,6508,2847,269,44,
"Yerno / nuera (070)",228,,5,166,48,8,1
"Nieto(a) (071)",983,78,764,136,5,,
"Padres / suegros (072)",310,,,,3,58,249
"Otro(a) pariente (073)",860,35,375,203,74,78,95
"Trabajador(a) del hogar (074)",10,,3,2,1,3,1
"Pensionistas (075)",4,,,,1,1,2
"Otro(a) no pariente (076)",54,,9,20,6,6,13
"Hombres (077)",9968,214,3862,2458,1452,1258,724
"Jefe o Jefa (078)",3293,,,558,1116,1058,561
"Esposa(o) / compañera(o) (079)",394,,4,89,133,112,56
"Hijo(a) / hijastro(a) (080)",5143,166,3297,1538,118,24,
"Yerno / nuera (081)",107,,2,68,32,4,1
"Nieto(a) (082)",479,38,365,74,2,,
"Padres / suegros (083)",79,,,,1,13,65
"Otro(a) pariente (084)",440,10,188,120,45,42,35
"Trabajador(a) del hogar (085)",1,,1,,,,
"Pensionistas (086)",2,,,,1,1,
"Otro(a) no pariente (087)",30,,5,11,4,4,6
"Mujeres (088)",10453,221,3807,2428,1577,1474,946
"Jefe o Jefa (089)",1425,,,180,351,510,384
"Esposa(o) / compañera(o) (090)",2870,,1,685,1022,854,308
"Hijo(a) / hijastro(a) (091)",4847,156,3211,1309,151,20,
"Yerno / nuera (092)",121,,3,98,16,4,
"Nieto(a) (093)",504,40,399,62,3,,
"Padres / suegros (094)",231,,,,2,45,184
"Otro(a) pariente (095)",420,25,187,83,29,36,60
"Trabajador(a) del hogar (096)",9,,2,2,1,3,1
"Pensionistas (097)",2,,,,,,2
"Otro(a) no pariente (098)",24,,4,9,2,2,7
