"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAMBAYEQUE (000)",5175,1149,4026
"Sin nivel (001)",241,21,220
"Educación inicial (002)",11,2,9
"Primaria (003)",1878,295,1583
"Secundaria (004)",2025,519,1506
"Superior no univ. incompleta (005)",188,51,137
"Superior no univ. completa (006)",335,95,240
"Superior univ. incompleta (007)",166,63,103
"Superior univ. completa (008)",331,103,228
"Hombres (010)",3991,714,3277
"Sin nivel (011)",200,17,183
"Educación inicial (012)",10,1,9
"Primaria (013)",1546,173,1373
"Secundaria (014)",1635,359,1276
"Superior no univ. incompleta (015)",114,26,88
"Superior no univ. completa (016)",186,43,143
"Superior univ. incompleta (017)",110,38,72
"Superior univ. completa (018)",190,57,133
"Mujeres (020)",1184,435,749
"Sin nivel (021)",41,4,37
"Educación inicial (022)",1,1,
"Primaria (023)",332,122,210
"Secundaria (024)",390,160,230
"Superior no univ. incompleta (025)",74,25,49
"Superior no univ. completa (026)",149,52,97
"Superior univ. incompleta (027)",56,25,31
"Superior univ. completa (028)",141,46,95
,,,
"AREA URBANA (030)",2677,656,2021
"Sin nivel (031)",82,3,79
"Educación inicial (032)",5,1,4
"Primaria (033)",631,87,544
"Secundaria (034)",1084,297,787
"Superior no univ. incompleta (035)",154,41,113
"Superior no univ. completa (036)",274,79,195
"Superior univ. incompleta (037)",156,62,94
"Superior univ. completa (038)",291,86,205
"Hombres (040)",1947,403,1544
"Sin nivel (041)",62,3,59
"Educación inicial (042)",5,1,4
"Primaria (043)",524,56,468
"Secundaria (044)",851,206,645
"Superior no univ. incompleta (045)",88,20,68
"Superior no univ. completa (046)",147,34,113
"Superior univ. incompleta (047)",103,38,65
"Superior univ. completa (048)",167,45,122
"Mujeres (050)",730,253,477
"Sin nivel (051)",20,,20
"Primaria (053)",107,31,76
"Secundaria (054)",233,91,142
"Superior no univ. incompleta (055)",66,21,45
"Superior no univ. completa (056)",127,45,82
"Superior univ. incompleta (057)",53,24,29
"Superior univ. completa (058)",124,41,83
,,,
"AREA RURAL (060)",2498,493,2005
"Sin nivel (061)",159,18,141
"Educación inicial (062)",6,1,5
"Primaria (063)",1247,208,1039
"Secundaria (064)",941,222,719
"Superior no univ. incompleta (065)",34,10,24
"Superior no univ. completa (066)",61,16,45
"Superior univ. incompleta (067)",10,1,9
"Superior univ. completa (068)",40,17,23
"Hombres (070)",2044,311,1733
"Sin nivel (071)",138,14,124
"Educación inicial (072)",5,,5
"Primaria (073)",1022,117,905
"Secundaria (074)",784,153,631
"Superior no univ. incompleta (075)",26,6,20
"Superior no univ. completa (076)",39,9,30
"Superior univ. incompleta (077)",7,,7
"Superior univ. completa (078)",23,12,11
"Mujeres (080)",454,182,272
"Sin nivel (081)",21,4,17
"Educación inicial (082)",1,1,
"Primaria (083)",225,91,134
"Secundaria (084)",157,69,88
"Superior no univ. incompleta (085)",8,4,4
"Superior no univ. completa (086)",22,7,15
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",17,5,12
