"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN MARTIN (000)",42994,667,17834,12527,4466,1631,692,194,18,,4965
"Conviviente (001)",16214,344,7612,4531,1391,429,186,44,1,,1676
"Separado(a) (002)",1932,38,834,591,198,74,39,10,,,148
"Casado(a) (003)",16720,167,6704,5343,2170,798,327,99,11,,1101
"Viudo(a) (004)",2775,48,1278,856,183,88,64,26,4,,228
"Divorciado(a) (005)",342,2,110,104,61,26,10,2,1,,26
"Soltero(a) (006)",5011,68,1296,1102,463,216,66,13,1,,1786
,,,,,,,,,,,
"URBANA (008)",39617,553,15932,11771,4329,1573,670,185,18,,4586
"Conviviente (009)",14373,260,6547,4143,1325,402,176,41,1,,1478
"Separado(a) (010)",1886,38,813,581,196,73,38,10,,,137
"Casado(a) (011)",15584,149,6050,5052,2118,770,319,94,11,,1021
"Viudo(a) (012)",2596,40,1175,819,178,88,62,25,4,,205
"Divorciado(a) (013)",334,2,107,103,58,26,10,2,1,,25
"Soltero(a) (014)",4844,64,1240,1073,454,214,65,13,1,,1720
,,,,,,,,,,,
"RURAL (016)",3377,114,1902,756,137,58,22,9,,,379
"Conviviente (017)",1841,84,1065,388,66,27,10,3,,,198
"Separado(a) (018)",46,,21,10,2,1,1,,,,11
"Casado(a) (019)",1136,18,654,291,52,28,8,5,,,80
"Viudo(a) (020)",179,8,103,37,5,,2,1,,,23
"Divorciado(a) (021)",8,,3,1,3,,,,,,1
"Soltero(a) (022)",167,4,56,29,9,2,1,,,,66
