"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16360,9792,2220,2492,1856
"Agric., ganadería, caza y silvicultura (001)",3588,3471,108,8,1
"Explotación de minas y canteras (003)",7823,2429,1641,2235,1518
"Industrias manufactureras (004)",341,306,23,10,2
"Suministro de electricidad, gas y agua (005)",12,4,,7,1
"Construcción (006)",550,397,118,29,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1871,1808,58,5,
"Venta, mant.y rep. veh.autom y motoc. (008)",71,65,6,,
"Comercio al por mayor (009)",59,53,5,1,
"Comercio al por menor (010)",1741,1690,47,4,
"Hoteles y restaurantes (011)",471,405,61,5,
"Trans., almac. y comunicaciones (012)",191,159,17,9,6
"Intermediación financiera (013)",19,18,,1,
"Activid.inmobil., empres. y alquileres (014)",91,51,18,14,8
"Admin.pub. y defensa; p. segur soc.afil (015)",162,,,,162
"Enseñanza (016)",337,60,80,118,79
"Servicios sociales y de salud (017)",83,27,5,6,45
"Otras activ. serv.comun.soc y personales (018)",117,91,18,4,4
"Hogares privados con servicio doméstico (019)",181,181,,,
"Actividad economica no especificada (021)",523,385,73,41,24
"Hombres (022)",12036,6111,1968,2322,1635
"Agric., ganadería, caza y silvicultura (023)",2414,2329,78,6,1
"Explotación de minas y canteras (025)",6970,1942,1532,2112,1384
"Industrias manufactureras (026)",228,205,12,10,1
"Suministro de electricidad, gas y agua (027)",9,1,,7,1
"Construcción (028)",540,393,116,26,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",661,635,24,2,
"Venta, mant.y rep. veh.autom y motoc. (030)",63,58,5,,
"Comercio al por mayor (031)",27,24,2,1,
"Comercio al por menor (032)",571,553,17,1,
"Hoteles y restaurantes (033)",144,110,30,4,
"Trans., almac. y comunicaciones (034)",164,134,16,8,6
"Intermediación financiera (035)",12,11,,1,
"Activid.inmobil., empres. y alquileres (036)",80,45,17,12,6
"Admin.pub. y defensa; p. segur soc.afil (037)",132,,,,132
"Enseñanza (038)",243,39,60,88,56
"Servicios sociales y de salud (039)",35,10,1,4,20
"Otras activ. serv.comun.soc y personales (040)",55,32,16,3,4
"Hogares privados con servicio doméstico (041)",39,39,,,
"Actividad economica no especificada (043)",310,186,66,39,19
"Mujeres (044)",4324,3681,252,170,221
