"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia JUNIN (000)",18684,18096,588
"Hombres (001)",8742,8557,185
"Mujeres (002)",9942,9539,403
"De 18 a 29 años (003)",5511,5360,151
"Hombres (004)",2636,2568,68
"Mujeres (005)",2875,2792,83
"De 30 a 44 años (006)",5453,5407,46
"Hombres (007)",2486,2470,16
"Mujeres (008)",2967,2937,30
"De 45 a 64 años (009)",4898,4805,93
"Hombres (010)",2330,2295,35
"Mujeres (011)",2568,2510,58
"De 65 y más años (012)",2822,2524,298
"Hombres (013)",1290,1224,66
"Mujeres (014)",1532,1300,232
,,,
"URBANA (015)",13073,12745,328
"Hombres (016)",5882,5789,93
"Mujeres (017)",7191,6956,235
"De 18 a 29 años (018)",3969,3871,98
"Hombres (019)",1842,1789,53
"Mujeres (020)",2127,2082,45
"De 30 a 44 años (021)",3936,3914,22
"Hombres (022)",1726,1719,7
"Mujeres (023)",2210,2195,15
"De 45 a 64 años (024)",3315,3271,44
"Hombres (025)",1512,1501,11
"Mujeres (026)",1803,1770,33
"De 65 y más años (027)",1853,1689,164
"Hombres (028)",802,780,22
"Mujeres (029)",1051,909,142
,,,
"RURAL (030)",5611,5351,260
"Hombres (031)",2860,2768,92
"Mujeres (032)",2751,2583,168
"De 18 a 29 años (033)",1542,1489,53
"Hombres (034)",794,779,15
"Mujeres (035)",748,710,38
"De 30 a 44 años (036)",1517,1493,24
"Hombres (037)",760,751,9
"Mujeres (038)",757,742,15
"De 45 a 64 años (039)",1583,1534,49
"Hombres (040)",818,794,24
"Mujeres (041)",765,740,25
"De 65 y más años (042)",969,835,134
"Hombres (043)",488,444,44
"Mujeres (044)",481,391,90
