"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CHEPEN",,,,,,,,
"Hogares (001)",19220,12919,12434,4533,1039,4830,1211,2507
"Ocupantes presentes (002)",75772,52069,51384,19323,4441,19928,5307,8194
"Casa independiente",,,,,,,,
"Hogares (004)",18471,12503,12041,4399,1001,4702,1163,2327
"Ocupantes presentes (005)",73372,50630,50030,18862,4286,19429,5126,7738
"Departamento en edificio",,,,,,,,
"Hogares (007)",145,95,122,60,26,67,33,7
"Ocupantes presentes (008)",530,371,455,235,113,282,135,23
"Vivienda en quinta",,,,,,,,
"Hogares (010)",303,141,196,60,10,45,12,75
"Ocupantes presentes (011)",889,423,631,181,35,154,39,170
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",179,93,58,10,2,10,3,65
"Ocupantes presentes (014)",558,320,202,35,7,37,7,171
"Choza o cabaña",,,,,,,,
"Hogares (016)",99,69,7,2,,,,30
"Ocupantes presentes (017)",350,263,29,5,,,,87
"Vivienda improvisada",,,,,,,,
"Hogares (019)",8,7,4,1,,3,,
"Ocupantes presentes (020)",24,19,17,4,,12,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",13,11,6,1,,3,,1
"Ocupantes presentes (023)",45,43,20,1,,14,,1
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",15770,10379,11638,4380,1033,4763,1197,1778
"Ocupantes presentes (029)",61946,41599,47907,18678,4415,19647,5252,5568
"Casa independiente",,,,,,,,
"Hogares (031)",15122,10033,11252,4248,995,4635,1149,1629
"Ocupantes presentes (032)",59903,40427,46582,18222,4260,19148,5071,5202
"Departamento en edificio",,,,,,,,
"Hogares (034)",145,95,122,60,26,67,33,7
"Ocupantes presentes (035)",530,371,455,235,113,282,135,23
"Vivienda en quinta",,,,,,,,
"Hogares (037)",303,141,196,60,10,45,12,75
"Ocupantes presentes (038)",889,423,631,181,35,154,39,170
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",179,93,58,10,2,10,3,65
"Ocupantes presentes (041)",558,320,202,35,7,37,7,171
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",8,7,4,1,,3,,
"Ocupantes presentes (047)",24,19,17,4,,12,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",12,10,6,1,,3,,1
"Ocupantes presentes (050)",41,39,20,1,,14,,1
"Otro tipo",,,,,,,,
"Hogares (052)",1,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3450,2540,796,153,6,67,14,729
"Ocupantes presentes (056)",13826,10470,3477,645,26,281,55,2626
"Casa independiente",,,,,,,,
"Hogares (058)",3349,2470,789,151,6,67,14,698
"Ocupantes presentes (059)",13469,10203,3448,640,26,281,55,2536
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",99,69,7,2,,,,30
"Ocupantes presentes (071)",350,263,29,5,,,,87
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,3
