"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANDAHUAYLAS (000)",1971,467,1504
"De 14 a 29 años (001)",887,293,594
"De 30 a 44 años (002)",680,147,533
"De 45 a 64 años (003)",314,27,287
"De 65 y más años (004)",90,,90
"Hombres (005)",1494,330,1164
"De 14 a 29 años (006)",612,190,422
"De 30 a 44 años (007)",544,118,426
"De 45 a 64 años (008)",261,22,239
"De 65 y más años (009)",77,,77
"Mujeres (010)",477,137,340
"De 14 a 29 años (011)",275,103,172
"De 30 a 44 años (012)",136,29,107
"De 45 a 64 años (013)",53,5,48
"De 65 y más años (014)",13,,13
,,,
"AREA URBANA (015)",958,199,759
"De 14 a 29 años (016)",482,137,345
"De 30 a 44 años (017)",322,57,265
"De 45 a 64 años (018)",120,5,115
"De 65 y más años (019)",34,,34
"Hombres (020)",625,107,518
"De 14 a 29 años (021)",286,71,215
"De 30 a 44 años (022)",223,33,190
"De 45 a 64 años (023)",87,3,84
"De 65 y más años (024)",29,,29
"Mujeres (025)",333,92,241
"De 14 a 29 años (026)",196,66,130
"De 30 a 44 años (027)",99,24,75
"De 45 a 64 años (028)",33,2,31
"De 65 y más años (029)",5,,5
,,,
"AREA RURAL (030)",1013,268,745
"De 14 a 29 años (031)",405,156,249
"De 30 a 44 años (032)",358,90,268
"De 45 a 64 años (033)",194,22,172
"De 65 y más años (034)",56,,56
"Hombres (035)",869,223,646
"De 14 a 29 años (036)",326,119,207
"De 30 a 44 años (037)",321,85,236
"De 45 a 64 años (038)",174,19,155
"De 65 y más años (039)",48,,48
"Mujeres (040)",144,45,99
"De 14 a 29 años (041)",79,37,42
"De 30 a 44 años (042)",37,5,32
"De 45 a 64 años (043)",20,3,17
"De 65 y más años (044)",8,,8
