"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",13925,900,5215,4399,2744,667
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",17,,,9,8,
"Profes., científicos e intelectuales (002)",429,,96,251,82,
"Técnicos de nivel medio y trab.asimilados (003)",88,,26,41,19,2
"Jefes y empleados de oficina (004)",111,,47,49,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",572,5,174,242,123,28
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6567,107,2080,2308,1618,454
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",194,6,66,70,46,6
"Obreros construc., conf., papel, fab., instr. (008)",267,,110,108,43,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5212,759,2423,1178,711,141
"Otra (010)",2,,1,1,,
"Ocupación no especificada (011)",249,1,90,84,54,20
"Desocupado (012)",217,22,102,58,25,10
"Hombres (013)",10060,583,3801,3192,1991,493
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",13,,,6,7,
"Profes., científicos e intelectuales (015)",244,,47,137,60,
"Técnicos de nivel medio y trab.asimilados (016)",61,,19,24,16,2
"Jefes y empleados de oficina (017)",70,,24,35,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",238,1,66,101,58,12
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5909,83,1795,2150,1487,394
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",155,5,56,55,34,5
"Obreros construc., conf., papel, fab., instr. (021)",262,,108,106,42,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2828,480,1569,491,230,58
"Otra (023)",2,,1,1,,
"Ocupación no especificada (024)",107,1,40,36,23,7
"Desocupado (025)",171,13,76,50,23,9
"Mujeres (026)",3865,317,1414,1207,753,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,,,3,1,
"Profes., científicos e intelectuales (028)",185,,49,114,22,
"Técnicos de nivel medio y trab.asimilados (029)",27,,7,17,3,
"Jefes y empleados de oficina (030)",41,,23,14,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",334,4,108,141,65,16
"Agricult.trabaj. calif. agrop. y pesqueros (032)",658,24,285,158,131,60
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",39,1,10,15,12,1
"Obreros construc., conf., papel, fab., instr. (034)",5,,2,2,1,
