"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAITA (000)",2714,445,2269
"De 14 a 29 años (001)",1341,352,989
"De 30 a 44 años (002)",832,73,759
"De 45 a 64 años (003)",458,20,438
"De 65 y más años (004)",83,,83
"Hombres (005)",2198,289,1909
"De 14 a 29 años (006)",1012,222,790
"De 30 a 44 años (007)",694,53,641
"De 45 a 64 años (008)",411,14,397
"De 65 y más años (009)",81,,81
"Mujeres (010)",516,156,360
"De 14 a 29 años (011)",329,130,199
"De 30 a 44 años (012)",138,20,118
"De 45 a 64 años (013)",47,6,41
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",2560,426,2134
"De 14 a 29 años (016)",1264,334,930
"De 30 a 44 años (017)",785,72,713
"De 45 a 64 años (018)",430,20,410
"De 65 y más años (019)",81,,81
"Hombres (020)",2052,274,1778
"De 14 a 29 años (021)",943,208,735
"De 30 a 44 años (022)",647,52,595
"De 45 a 64 años (023)",383,14,369
"De 65 y más años (024)",79,,79
"Mujeres (025)",508,152,356
"De 14 a 29 años (026)",321,126,195
"De 30 a 44 años (027)",138,20,118
"De 45 a 64 años (028)",47,6,41
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",154,19,135
"De 14 a 29 años (031)",77,18,59
"De 30 a 44 años (032)",47,1,46
"De 45 a 64 años (033)",28,,28
"De 65 y más años (034)",2,,2
"Hombres (035)",146,15,131
"De 14 a 29 años (036)",69,14,55
"De 30 a 44 años (037)",47,1,46
"De 45 a 64 años (038)",28,,28
"De 65 y más años (039)",2,,2
"Mujeres (040)",8,4,4
"De 14 a 29 años (041)",8,4,4
