"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PAITA",,,,,,,,,
"Viviendas particulares (001)",3050,2071,586,130,179,17,8,5,54
"Ocupantes presentes (002)",13274,8794,2663,614,829,80,45,24,225
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3030,2057,584,130,179,17,8,5,50
"Ocupantes presentes (005)",13206,8742,2655,614,829,80,45,24,217
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,1,,,,,,,
"Ocupantes presentes (014)",2,2,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",16,10,2,,,,,,4
"Ocupantes presentes (020)",45,29,8,,,,,,8
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,3,,,,,,,
"Ocupantes presentes (023)",21,21,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2874,1940,547,126,178,17,8,5,53
"Ocupantes presentes (029)",12520,8238,2496,591,824,80,45,24,222
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2855,1927,545,126,178,17,8,5,49
"Ocupantes presentes (032)",12453,8187,2488,591,824,80,45,24,214
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,1,,,,,,,
"Ocupantes presentes (041)",2,2,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",16,10,2,,,,,,4
"Ocupantes presentes (047)",45,29,8,,,,,,8
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",20,20,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",176,131,39,4,1,,,,1
"Ocupantes presentes (056)",754,556,167,23,5,,,,3
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",175,130,39,4,1,,,,1
"Ocupantes presentes (059)",753,555,167,23,5,,,,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
