"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANUCO (000)",102205,97778,33125,14211,12838,9529,12499,7745,4491,3340,4427,248837
"De 12 a 14 años (001)",10185,10127,10088,33,6,,,,,,58,45
"De 15 a 19 años (002)",14799,14608,12921,1475,178,24,10,,,,191,1943
"De 20 a 24 años (003)",13351,11732,5586,4028,1577,410,108,23,,,1619,9010
"De 25 a 29 años (004)",10952,9674,1903,3184,2581,1256,674,61,15,,1278,15482
"De 30 a 34 años (005)",9490,8988,852,2044,2497,1702,1484,337,60,12,502,21344
"De 35 a 39 años (006)",8922,8669,461,1158,2081,1725,2036,870,270,68,253,27990
"De 40 a 44 años (007)",7590,7442,323,676,1332,1349,1990,1064,478,230,148,29523
"De 45 a 49 años (008)",6472,6365,210,462,867,986,1673,1103,671,393,107,29651
"De 50 y más años (009)",20444,20173,781,1151,1719,2077,4524,4287,2997,2637,271,113849
"PEA (010)",30848,28961,6747,5510,5174,3750,4142,2002,1006,630,1887,73629
"De 12 a 14 años (011)",444,436,428,7,1,,,,,,8,9
"De 15 a 19 años (012)",2476,2437,2143,257,29,6,2,,,,39,341
"De 20 a 24 años (013)",3857,3292,1773,1116,308,68,19,8,,,565,2065
"De 25 a 29 años (014)",4279,3608,1095,1298,770,295,129,13,8,,671,4417
"De 30 a 34 años (015)",3909,3628,526,1069,1019,561,369,70,11,3,281,6948
"De 35 a 39 años (016)",3952,3811,277,674,1125,774,705,198,46,12,141,10111
"De 40 a 44 años (017)",3566,3489,175,419,800,748,855,325,117,50,77,11593
"De 45 a 49 años (018)",2844,2801,97,270,510,544,744,379,175,82,43,10988
"De 50 y más años (019)",5521,5459,233,400,612,754,1319,1009,649,483,62,27157
