"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CANTA (000)",8960,8697,263
"Hombres (001)",4761,4656,105
"Mujeres (002)",4199,4041,158
"De 18 a 29 años (003)",2592,2453,139
"Hombres (004)",1392,1320,72
"Mujeres (005)",1200,1133,67
"De 30 a 44 años (006)",2563,2539,24
"Hombres (007)",1356,1347,9
"Mujeres (008)",1207,1192,15
"De 45 a 64 años (009)",2222,2200,22
"Hombres (010)",1217,1210,7
"Mujeres (011)",1005,990,15
"De 65 y más años (012)",1583,1505,78
"Hombres (013)",796,779,17
"Mujeres (014)",787,726,61
,,,
"URBANA (015)",4387,4262,125
"Hombres (016)",2265,2218,47
"Mujeres (017)",2122,2044,78
"De 18 a 29 años (018)",1038,984,54
"Hombres (019)",567,538,29
"Mujeres (020)",471,446,25
"De 30 a 44 años (021)",1167,1152,15
"Hombres (022)",590,585,5
"Mujeres (023)",577,567,10
"De 45 a 64 años (024)",1202,1192,10
"Hombres (025)",623,619,4
"Mujeres (026)",579,573,6
"De 65 y más años (027)",980,934,46
"Hombres (028)",485,476,9
"Mujeres (029)",495,458,37
,,,
"RURAL (030)",4573,4435,138
"Hombres (031)",2496,2438,58
"Mujeres (032)",2077,1997,80
"De 18 a 29 años (033)",1554,1469,85
"Hombres (034)",825,782,43
"Mujeres (035)",729,687,42
"De 30 a 44 años (036)",1396,1387,9
"Hombres (037)",766,762,4
"Mujeres (038)",630,625,5
"De 45 a 64 años (039)",1020,1008,12
"Hombres (040)",594,591,3
"Mujeres (041)",426,417,9
"De 65 y más años (042)",603,571,32
"Hombres (043)",311,303,8
"Mujeres (044)",292,268,24
