"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHURCAMPA (000)",41747,9415,1441,19077,9630,520,711,266,687
"Quechua (001)",33025,8377,1056,16142,6779,195,204,80,192
"Aymara (002)",27,4,1,15,6,,1,,
"Ashaninca (003)",4,,,1,2,,1,,
"Otra lengua nativa (004)",19,8,,5,4,,,,2
"Castellano (005)",8542,911,383,2907,2836,324,503,186,492
"Idioma extranjero (006)",3,,,,,,2,,1
"Es sordomudo/a (007)",127,115,1,7,3,1,,,
"Hombres (009)",20557,3034,719,9589,5853,313,430,182,437
"Quechua (010)",15828,2555,519,8096,4227,112,122,52,145
"Aymara (011)",16,3,,7,5,,1,,
"Ashaninca (012)",3,,,1,1,,1,,
"Otra lengua nativa (013)",8,4,,1,2,,,,1
"Castellano (014)",4643,423,199,1479,1617,201,304,130,290
"Idioma extranjero (015)",3,,,,,,2,,1
"Es sordomudo/a (016)",56,49,1,5,1,,,,
"Mujeres (018)",21190,6381,722,9488,3777,207,281,84,250
"Quechua (019)",17197,5822,537,8046,2552,83,82,28,47
"Aymara (020)",11,1,1,8,1,,,,
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",11,4,,4,2,,,,1
"Castellano (023)",3899,488,184,1428,1219,123,199,56,202
"Es sordomudo/a (025)",71,66,,2,2,1,,,
,,,,,,,,,
"URBANA (027)",9638,1190,249,3422,3135,356,550,202,534
"Quechua (028)",4338,736,48,1912,1275,95,119,42,111
"Aymara (029)",8,1,,3,3,,1,,
"Ashaninca (030)",2,,,,1,,1,,
"Otra lengua nativa (031)",11,3,,3,4,,,,1
"Castellano (032)",5243,420,201,1503,1851,260,427,160,421
"Idioma extranjero (033)",3,,,,,,2,,1
"Es sordomudo/a (034)",33,30,,1,1,1,,,
"Hombres (036)",4976,370,126,1598,1853,213,336,141,339
"Quechua (037)",2031,173,23,840,764,52,64,29,86
"Aymara (038)",6,1,,1,3,,1,,
"Ashaninca (039)",2,,,,1,,1,,
"Otra lengua nativa (040)",3,1,,,2,,,,
"Castellano (041)",2920,185,103,756,1083,161,268,112,252
"Idioma extranjero (042)",3,,,,,,2,,1
"Es sordomudo/a (043)",11,10,,1,,,,,
"Mujeres (045)",4662,820,123,1824,1282,143,214,61,195
"Quechua (046)",2307,563,25,1072,511,43,55,13,25
"Aymara (047)",2,,,2,,,,,
"Otra lengua nativa (049)",8,2,,3,2,,,,1
"Castellano (050)",2323,235,98,747,768,99,159,48,169
"Es sordomudo/a (052)",22,20,,,1,1,,,
,,,,,,,,,
"RURAL (054)",32109,8225,1192,15655,6495,164,161,64,153
"Quechua (055)",28687,7641,1008,14230,5504,100,85,38,81
"Aymara (056)",19,3,1,12,3,,,,
"Ashaninca (057)",2,,,1,1,,,,
"Otra lengua nativa (058)",8,5,,2,,,,,1
"Castellano (059)",3299,491,182,1404,985,64,76,26,71
"Es sordomudo/a (061)",94,85,1,6,2,,,,
"Hombres (063)",15581,2664,593,7991,4000,100,94,41,98
"Quechua (064)",13797,2382,496,7256,3463,60,58,23,59
"Aymara (065)",10,2,,6,2,,,,
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",5,3,,1,,,,,1
"Castellano (068)",1723,238,96,723,534,40,36,18,38
"Es sordomudo/a (070)",45,39,1,4,1,,,,
"Mujeres (072)",16528,5561,599,7664,2495,64,67,23,55
"Quechua (073)",14890,5259,512,6974,2041,40,27,15,22
"Aymara (074)",9,1,1,6,1,,,,
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",3,2,,1,,,,,
"Castellano (077)",1576,253,86,681,451,24,40,8,33
"Es sordomudo/a (079)",49,46,,2,1,,,,
