"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia HUANCAYO (000)",211810,26861,57667,52208,75074
"Asiste actualmente (001)",156203,11925,55664,49123,39491
"No asiste (002)",55607,14936,2003,3085,35583
"Hombres (004)",105320,13641,29260,26046,36373
"Asiste actualmente (005)",78346,5944,28245,24625,19532
"No asiste (006)",26974,7697,1015,1421,16841
"Mujeres (008)",106490,13220,28407,26162,38701
"Asiste actualmente (009)",77857,5981,27419,24498,19959
"No asiste (010)",28633,7239,988,1664,18742
,,,,,
"URBANA (012)",185638,23007,49460,45486,67685
"Asiste actualmente (013)",138440,10468,47818,43124,37030
"No asiste (014)",47198,12539,1642,2362,30655
"Hombres (016)",92204,11682,25068,22684,32770
"Asiste actualmente (017)",69290,5247,24243,21559,18241
"No asiste (018)",22914,6435,825,1125,14529
"Mujeres (020)",93434,11325,24392,22802,34915
"Asiste actualmente (021)",69150,5221,23575,21565,18789
"No asiste (022)",24284,6104,817,1237,16126
,,,,,
"RURAL (024)",26172,3854,8207,6722,7389
"Asiste actualmente (025)",17763,1457,7846,5999,2461
"No asiste (026)",8409,2397,361,723,4928
"Hombres (028)",13116,1959,4192,3362,3603
"Asiste actualmente (029)",9056,697,4002,3066,1291
"No asiste (030)",4060,1262,190,296,2312
"Mujeres (032)",13056,1895,4015,3360,3786
"Asiste actualmente (033)",8707,760,3844,2933,1170
"No asiste (034)",4349,1135,171,427,2616
