"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CASMA (000)",39908,1640,8603,7954,6582,5585,4025,2531,2988
"Quechua (001)",5517,88,628,844,718,797,805,655,982
"Aymara (002)",29,2,1,2,6,5,5,3,5
"Ashaninca (003)",2,,2,,,,,,
"Otra lengua nativa (004)",13,,3,2,3,1,2,2,
"Castellano (005)",34299,1550,7964,7096,5844,4771,3208,1870,1996
"Idioma extranjero (006)",6,,,1,2,,1,1,1
"Es sordomudo/a (007)",42,,5,9,9,11,4,,4
"Hombres (009)",20429,865,4444,4123,3321,2775,2006,1316,1579
"Quechua (010)",2629,41,349,412,351,360,368,304,444
"Aymara (011)",17,,,1,3,3,3,2,5
"Ashaninca (012)",1,,1,,,,,,
"Otra lengua nativa (013)",6,,2,1,1,,1,1,
"Castellano (014)",17753,824,4090,3702,2962,2407,1631,1009,1128
"Idioma extranjero (015)",2,,,1,1,,,,
"Es sordomudo/a (016)",21,,2,6,3,5,3,,2
"Mujeres (018)",19479,775,4159,3831,3261,2810,2019,1215,1409
"Quechua (019)",2888,47,279,432,367,437,437,351,538
"Aymara (020)",12,2,1,1,3,2,2,1,
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",7,,1,1,2,1,1,1,
"Castellano (023)",16546,726,3874,3394,2882,2364,1577,861,868
"Idioma extranjero (024)",4,,,,1,,1,1,1
"Es sordomudo/a (025)",21,,3,3,6,6,1,,2
,,,,,,,,,
"URBANA (027)",27770,1109,5779,5486,4701,4070,2862,1765,1998
"Quechua (028)",2659,21,184,400,333,432,441,351,497
"Aymara (029)",25,1,1,2,5,3,5,3,5
"Ashaninca (030)",2,,2,,,,,,
"Otra lengua nativa (031)",12,,3,2,3,1,1,2,
"Castellano (032)",25041,1087,5585,5075,4355,3626,2411,1408,1494
"Idioma extranjero (033)",6,,,1,2,,1,1,1
"Es sordomudo/a (034)",25,,4,6,3,8,3,,1
"Hombres (036)",14007,607,2966,2782,2309,1985,1414,903,1041
"Quechua (037)",1217,12,99,183,160,179,207,160,217
"Aymara (038)",16,,,1,3,2,3,2,5
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",6,,2,1,1,,1,1,
"Castellano (041)",12752,595,2863,2592,2143,1800,1200,740,819
"Idioma extranjero (042)",2,,,1,1,,,,
"Es sordomudo/a (043)",13,,1,4,1,4,3,,
"Mujeres (045)",13763,502,2813,2704,2392,2085,1448,862,957
"Quechua (046)",1442,9,85,217,173,253,234,191,280
"Aymara (047)",9,1,1,1,2,1,2,1,
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",6,,1,1,2,1,,1,
"Castellano (050)",12289,492,2722,2483,2212,1826,1211,668,675
"Idioma extranjero (051)",4,,,,1,,1,1,1
"Es sordomudo/a (052)",12,,3,2,2,4,,,1
,,,,,,,,,
"RURAL (054)",12138,531,2824,2468,1881,1515,1163,766,990
"Quechua (055)",2858,67,444,444,385,365,364,304,485
"Aymara (056)",4,1,,,1,2,,,
"Otra lengua nativa (058)",1,,,,,,1,,
"Castellano (059)",9258,463,2379,2021,1489,1145,797,462,502
"Es sordomudo/a (061)",17,,1,3,6,3,1,,3
"Hombres (063)",6422,258,1478,1341,1012,790,592,413,538
"Quechua (064)",1412,29,250,229,191,181,161,144,227
"Aymara (065)",1,,,,,1,,,
"Castellano (068)",5001,229,1227,1110,819,607,431,269,309
"Es sordomudo/a (070)",8,,1,2,2,1,,,2
"Mujeres (072)",5716,273,1346,1127,869,725,571,353,452
"Quechua (073)",1446,38,194,215,194,184,203,160,258
"Aymara (074)",3,1,,,1,1,,,
"Otra lengua nativa (076)",1,,,,,,1,,
"Castellano (077)",4257,234,1152,911,670,538,366,193,193
"Es sordomudo/a (079)",9,,,1,4,2,1,,1
