"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CARHUAZ",,,,,,,,
"Viviendas particulares (001)",11012,9177,1729,79,12,7,3,5
"Ocupantes presentes (002)",43772,36596,6807,276,35,26,14,18
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",10942,9128,1710,77,12,7,3,5
"Ocupantes presentes (005)",43535,36425,6748,269,35,26,14,18
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",6,,4,2,,,,
"Ocupantes presentes (008)",20,,13,7,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",8,,8,,,,,
"Ocupantes presentes (011)",16,,16,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",12,9,3,,,,,
"Ocupantes presentes (014)",39,22,17,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",38,38,,,,,,
"Ocupantes presentes (017)",139,139,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,
"Ocupantes presentes (020)",10,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",4,,4,,,,,
"Ocupantes presentes (023)",13,,13,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3825,2495,1238,71,12,3,2,4
"Ocupantes presentes (029)",14732,9631,4781,244,35,15,10,16
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3793,2484,1219,69,12,3,2,4
"Ocupantes presentes (032)",14634,9599,4722,237,35,15,10,16
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",6,,4,2,,,,
"Ocupantes presentes (035)",20,,13,7,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",8,,8,,,,,
"Ocupantes presentes (038)",16,,16,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",12,9,3,,,,,
"Ocupantes presentes (041)",39,22,17,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,
"Ocupantes presentes (047)",10,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",4,,4,,,,,
"Ocupantes presentes (050)",13,,13,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",7187,6682,491,8,,4,1,1
"Ocupantes presentes (056)",29040,26965,2026,32,,11,4,2
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",7149,6644,491,8,,4,1,1
"Ocupantes presentes (059)",28901,26826,2026,32,,11,4,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",38,38,,,,,,
"Ocupantes presentes (071)",139,139,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
