"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia VIRU (000)",75638,1980,23380,24526,13939,8534,3279
"Jefe o Jefa (001)",18303,,33,4928,6547,4912,1883
"Esposa(o) / compañera(o) (002)",11908,,38,4233,4399,2580,658
"Hijo(a) / hijastro(a) (003)",32466,1452,18901,10215,1614,273,11
"Yerno / nuera (004)",1139,,15,837,250,36,1
"Nieto(a) (005)",3713,363,2714,589,44,3,
"Padres / suegros (006)",783,,,,36,269,478
"Otro(a) pariente (007)",5397,151,1485,2505,707,339,210
"Trabajador(a) del hogar (008)",76,,9,49,7,10,1
"Pensionistas (009)",441,,8,329,84,17,3
"Otro(a) no pariente (010)",1412,14,177,841,251,95,34
"Hombres (011)",39077,1010,11871,12777,7201,4444,1774
"Jefe o Jefa (012)",13667,,17,3667,4978,3627,1378
"Esposa(o) / compañera(o) (013)",1288,,23,426,469,290,80
"Hijo(a) / hijastro(a) (014)",17064,743,9577,5684,930,126,4
"Yerno / nuera (015)",540,,7,352,151,29,1
"Nieto(a) (016)",1959,181,1407,342,27,2,
"Padres / suegros (017)",290,,,,14,97,179
"Otro(a) pariente (018)",3064,79,742,1532,413,189,109
"Trabajador(a) del hogar (019)",11,,1,5,2,3,
"Pensionistas (020)",320,,5,239,58,15,3
"Otro(a) no pariente (021)",874,7,92,530,159,66,20
"Mujeres (022)",36561,970,11509,11749,6738,4090,1505
"Jefe o Jefa (023)",4636,,16,1261,1569,1285,505
"Esposa(o) / compañera(o) (024)",10620,,15,3807,3930,2290,578
"Hijo(a) / hijastro(a) (025)",15402,709,9324,4531,684,147,7
"Yerno / nuera (026)",599,,8,485,99,7,
"Nieto(a) (027)",1754,182,1307,247,17,1,
"Padres / suegros (028)",493,,,,22,172,299
"Otro(a) pariente (029)",2333,72,743,973,294,150,101
"Trabajador(a) del hogar (030)",65,,8,44,5,7,1
"Pensionistas (031)",121,,3,90,26,2,
"Otro(a) no pariente (032)",538,7,85,311,92,29,14
,,,,,,,
"URBANA (033)",58044,1573,18041,19558,10800,6041,2031
"Jefe o Jefa (034)",14013,,28,4174,5192,3495,1124
"Esposa(o) / compañera(o) (035)",9012,,30,3425,3379,1801,377
"Hijo(a) / hijastro(a) (036)",24923,1185,14771,7685,1114,163,5
"Yerno / nuera (037)",864,,10,642,185,27,
"Nieto(a) (038)",2673,263,1960,418,30,2,
"Padres / suegros (039)",598,,,,26,212,360
"Otro(a) pariente (040)",4254,114,1073,2101,576,243,147
"Trabajador(a) del hogar (041)",60,,9,37,6,8,
"Pensionistas (042)",415,,8,313,78,15,1
"Otro(a) no pariente (043)",1232,11,152,763,214,75,17
"Hombres (044)",29678,810,9099,10082,5541,3076,1070
"Jefe o Jefa (045)",10248,,14,3046,3884,2503,801
"Esposa(o) / compañera(o) (046)",1029,,19,369,368,218,55
"Hijo(a) / hijastro(a) (047)",12950,611,7454,4186,631,66,2
"Yerno / nuera (048)",410,,5,267,117,21,
"Nieto(a) (049)",1399,132,1006,242,18,1,
"Padres / suegros (050)",212,,,,10,71,131
"Otro(a) pariente (051)",2390,62,516,1277,330,132,73
"Trabajador(a) del hogar (052)",7,,1,3,1,2,
"Pensionistas (053)",296,,5,224,53,13,1
"Otro(a) no pariente (054)",737,5,79,468,129,49,7
"Mujeres (055)",28366,763,8942,9476,5259,2965,961
"Jefe o Jefa (056)",3765,,14,1128,1308,992,323
"Esposa(o) / compañera(o) (057)",7983,,11,3056,3011,1583,322
"Hijo(a) / hijastro(a) (058)",11973,574,7317,3499,483,97,3
"Yerno / nuera (059)",454,,5,375,68,6,
"Nieto(a) (060)",1274,131,954,176,12,1,
"Padres / suegros (061)",386,,,,16,141,229
"Otro(a) pariente (062)",1864,52,557,824,246,111,74
"Trabajador(a) del hogar (063)",53,,8,34,5,6,
"Pensionistas (064)",119,,3,89,25,2,
"Otro(a) no pariente (065)",495,6,73,295,85,26,10
,,,,,,,
"RURAL (066)",17594,407,5339,4968,3139,2493,1248
"Jefe o Jefa (067)",4290,,5,754,1355,1417,759
"Esposa(o) / compañera(o) (068)",2896,,8,808,1020,779,281
"Hijo(a) / hijastro(a) (069)",7543,267,4130,2530,500,110,6
"Yerno / nuera (070)",275,,5,195,65,9,1
"Nieto(a) (071)",1040,100,754,171,14,1,
"Padres / suegros (072)",185,,,,10,57,118
"Otro(a) pariente (073)",1143,37,412,404,131,96,63
"Trabajador(a) del hogar (074)",16,,,12,1,2,1
"Pensionistas (075)",26,,,16,6,2,2
"Otro(a) no pariente (076)",180,3,25,78,37,20,17
"Hombres (077)",9399,200,2772,2695,1660,1368,704
"Jefe o Jefa (078)",3419,,3,621,1094,1124,577
"Esposa(o) / compañera(o) (079)",259,,4,57,101,72,25
"Hijo(a) / hijastro(a) (080)",4114,132,2123,1498,299,60,2
"Yerno / nuera (081)",130,,2,85,34,8,1
"Nieto(a) (082)",560,49,401,100,9,1,
"Padres / suegros (083)",78,,,,4,26,48
"Otro(a) pariente (084)",674,17,226,255,83,57,36
"Trabajador(a) del hogar (085)",4,,,2,1,1,
"Pensionistas (086)",24,,,15,5,2,2
"Otro(a) no pariente (087)",137,2,13,62,30,17,13
"Mujeres (088)",8195,207,2567,2273,1479,1125,544
"Jefe o Jefa (089)",871,,2,133,261,293,182
"Esposa(o) / compañera(o) (090)",2637,,4,751,919,707,256
"Hijo(a) / hijastro(a) (091)",3429,135,2007,1032,201,50,4
"Yerno / nuera (092)",145,,3,110,31,1,
"Nieto(a) (093)",480,51,353,71,5,,
"Padres / suegros (094)",107,,,,6,31,70
"Otro(a) pariente (095)",469,20,186,149,48,39,27
"Trabajador(a) del hogar (096)",12,,,10,,1,1
