"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia HUAROCHIRI",,,
"Viviendas particulares (001)",11046,9994,1052
"Ocupantes presentes (002)",42791,39016,3775
"Casa independiente",,,
"Viviendas particulares (004)",10112,9184,928
"Ocupantes presentes (005)",39637,36269,3368
"Departamento en edificio",,,
"Viviendas particulares (007)",191,182,9
"Ocupantes presentes (008)",604,574,30
"Vivienda en quinta",,,
"Viviendas particulares (010)",431,342,89
"Ocupantes presentes (011)",1423,1164,259
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",245,222,23
"Ocupantes presentes (014)",922,827,95
"Choza o cabaña",,,
"Viviendas particulares (016)",8,8,
"Ocupantes presentes (017)",28,28,
"Vivienda improvisada",,,
"Viviendas particulares (019)",32,31,1
"Ocupantes presentes (020)",105,97,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",24,22,2
"Ocupantes presentes (023)",64,49,15
"Otro tipo",,,
"Viviendas particulares (025)",3,3,
"Ocupantes presentes (026)",8,8,
,,,
URBANA,,,
"Viviendas particulares (028)",9074,8404,670
"Ocupantes presentes (029)",36015,33602,2413
"Casa independiente",,,
"Viviendas particulares (031)",8152,7606,546
"Ocupantes presentes (032)",32894,30888,2006
"Departamento en edificio",,,
"Viviendas particulares (034)",191,182,9
"Ocupantes presentes (035)",604,574,30
"Vivienda en quinta",,,
"Viviendas particulares (037)",431,342,89
"Ocupantes presentes (038)",1423,1164,259
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",245,222,23
"Ocupantes presentes (041)",922,827,95
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",32,31,1
"Ocupantes presentes (047)",105,97,8
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",20,18,2
"Ocupantes presentes (050)",59,44,15
"Otro tipo",,,
"Viviendas particulares (052)",3,3,
"Ocupantes presentes (053)",8,8,
,,,
RURAL,,,
"Viviendas particulares (055)",1972,1590,382
"Ocupantes presentes (056)",6776,5414,1362
"Casa independiente",,,
"Viviendas particulares (058)",1960,1578,382
"Ocupantes presentes (059)",6743,5381,1362
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",8,8,
"Ocupantes presentes (071)",28,28,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",4,4,
"Ocupantes presentes (077)",5,5,
"Otro tipo",,,
